"Feature","GSM468603.CEL.x","GSM468604.CEL.x","GSM468621.CEL.x","GSM468605.CEL","GSM468607.CEL","GSM468609.CEL.x","GSM468610.CEL.x","GSM468611.CEL.x","GSM468622.CEL.x","GSM468612.CEL","GSM468615.CEL.x","GSM468616.CEL.x","GSM468623.CEL.x","GSM468617.CEL","GSM468618.CEL","GSM468606.CEL","GSM468608.CEL","GSM468613.CEL","GSM468614.CEL","GSM468619.CEL","GSM468620.CEL"
"SLC44A2",7.585259199,7.596004983,7.484711795,7.524616013,7.350008449,7.385848544,7.483526698,7.133860289,7.584132053,7.541018796,7.302476921,7.311512438,7.511308909,7.340214448,7.387480089,7.795789972,7.701142003,7.322724611,7.314932184,7.289588201,6.96234162
"SMURF1",7.385002921,7.47149679,7.062465863,7.258708291,7.322824866,7.242445242,7.581157629,7.342611695,7.283522208,7.621018872,7.843733296,8.046183226,7.705075812,7.358822184,7.392478701,7.410455354,7.646167271,7.549922731,7.733663569,7.936581604,7.910039563
"PHTF2",5.310256376,4.496233871,5.469212223,6.281030025,5.860166376,5.451345566,4.597930469,6.529732274,4.517767314,5.576791687,5.961688316,4.865378605,5.212244064,7.174223438,5.75652584,5.462677975,4.873550471,5.623364505,5.127601315,6.655556982,5.62938625
"PELI2",7.497579139,8.17200732,7.54004724,7.169865659,7.445331147,7.32898993,8.262815467,7.313634738,7.446909455,7.534734207,6.477519393,7.481243887,6.80184785,6.832584509,6.848270594,7.60676054,8.007771898,7.537950314,8.04934009,6.844798727,7.718859241
"PELI1",8.446019771,8.466273403,8.743857789,8.402029619,8.386223064,9.105087418,9.073381491,8.793648055,9.733793613,8.914409709,8.013804084,8.094415462,8.726057376,7.920860118,7.845202986,9.473193213,9.224594543,9.517120906,9.933377039,8.906227002,9.039446422
"ASPHD2",6.850274649,8.435955693,8.816417103,6.894501758,8.805373169,6.329249778,8.124138229,6.53402053,8.383411089,8.435903427,6.141447461,7.609808081,7.397156254,6.298867863,7.552944699,7.262890016,8.928206606,6.333116681,8.783983849,6.137895682,7.955919234
"ZNFX1",8.797805766,8.562337303,8.131006171,8.797053066,8.732313543,8.535119131,8.3955143,8.516785107,7.9549167,8.583205633,8.774677886,8.855290058,8.564065523,8.821096547,8.894095106,8.352772625,8.269705019,7.937395397,7.723459999,8.773994743,8.52269785
"DOLPP1",7.538804086,7.504029753,7.497961688,7.497961688,7.363057565,7.308561312,7.435699064,7.355239843,7.555333771,7.301324922,7.500961317,7.557824253,7.647985667,7.531117397,7.58533423,7.489212805,7.625628422,7.541668989,7.412494278,7.33246085,7.637448169
"CAMK1G",3.648509724,3.689545941,3.524915983,3.628320182,3.65632254,3.916441515,3.648509724,3.682227242,3.837835385,3.543417497,3.480255207,3.640708603,3.660651678,3.49381559,3.628733089,3.788518181,3.70042926,3.820545331,3.557222164,3.527939102,3.719090631
"CORO1B",8.636702384,9.3715113,9.393015857,8.538022676,9.234042437,8.468754492,9.382404017,8.524819176,9.425944269,9.385955397,8.523918649,9.267212354,9.28239845,8.653074194,9.187375463,8.615188613,9.325327733,8.476205696,9.138267718,8.540243037,8.942408689
"VARS2",8.342355064,8.760548246,8.107247243,8.113087696,8.501322426,8.162040961,8.646674743,7.912360157,7.873216798,8.556608569,7.962594828,8.351094198,7.847323043,8.004258774,8.3065103,8.419018644,8.907273874,8.211330261,8.63635233,8.070040615,8.360071385
"ZMIZ1",9.490457272,9.796076556,9.815635982,8.890646491,8.544065145,9.24776859,9.873153979,8.669722509,9.82528948,8.771652804,8.842108161,9.313472066,9.542833838,8.507264756,8.330790087,9.733913568,9.805625961,9.481251088,10.04443083,9.096677322,9.237625232
"KIAA1191",10.23677596,10.67538501,10.47883336,9.914761351,10.24144359,10.17430939,10.54983018,9.738085712,10.55063425,10.21733541,10.20078741,10.67419183,10.57810972,10.07149397,10.20513433,10.35272863,10.61005894,10.11132191,10.61312205,10.4629423,10.59100133
"ACTR3B",5.45306687,5.264130005,5.451513037,5.117874683,5.027453292,5.285612377,5.269248975,4.941817173,5.148896231,5.178496683,5.092248197,5.076983585,5.379510801,4.939141093,5.200061862,5.546507482,5.74665035,5.367632904,5.710097991,5.713390442,5.665626182
"SLC39A10",8.713643136,8.398309426,8.442654016,9.820719315,9.988866273,8.602916829,8.30207495,9.652788578,8.022813059,9.937243204,8.249313756,8.074951972,7.746298941,9.398990383,9.714815344,7.95583972,7.623169067,7.535077738,7.894697149,8.008708912,7.737300155
"ANKRD50",5.076141399,4.793750612,5.475804061,5.506164444,5.706215531,6.180545825,5.295825098,6.169868035,5.615473263,5.574690326,5.209211546,4.606688632,5.292186983,5.482154094,4.997981462,5.483675187,5.081440886,6.403840031,5.730300971,5.228806654,5.476764615
"FAM219B",7.848229506,7.879753748,7.797806009,8.2722422,7.939705615,7.115576345,7.706385512,7.653523505,7.659702231,8.145641269,7.672460217,7.793080131,7.636870552,8.091288754,8.032047251,8.299562805,8.056524623,7.63329841,7.910850891,8.30204896,7.796351891
"NIPAL3",6.240761251,6.139124482,5.922701488,5.803736634,5.351818642,6.107356192,6.20873964,5.347686595,6.146876294,5.430600225,5.815429252,6.018439159,5.839104508,5.330797857,5.436864312,5.864882701,5.775839779,5.720153859,5.404658442,5.647309741,5.310144265
"RALGAPA2",6.551713241,6.323065374,5.013771357,6.582842039,6.564960971,8.665888053,9.05885363,8.560794201,7.269459215,9.337626046,6.789335347,6.603876774,5.150038595,7.612291203,7.543569795,6.494319215,6.286551224,9.219740226,8.716621591,7.3880622,7.074798502
"THOC2",8.014682373,8.293182087,7.79120162,7.830120391,8.264536296,7.667508895,8.191254212,7.561188808,7.739262346,8.445994401,7.42107861,8.032014683,7.647985667,7.677045859,8.163840405,7.895312935,8.27703227,7.516089847,8.351391441,7.652583071,8.004896887
"ADAMTSL3",3.081848796,2.968577299,3.193068774,3.200770492,3.166007546,3.217157525,3.094039639,2.776415956,3.151644352,3.125578288,3.067781553,3.176240952,3.178649112,3.346417178,3.155865968,2.974686481,2.994418283,3.045922242,3.045568393,2.989265751,3.181245346
"DENND11",6.772467721,6.609821827,6.271820448,7.244208287,7.43420435,6.421287888,6.319312392,7.003967305,6.018461723,7.562233803,6.206902368,6.256080418,6.029902132,7.164226374,7.359264675,6.711631885,6.521994555,6.321576469,6.252522712,6.620097471,6.053169605
"SELENON",9.111341422,9.332833351,9.236313538,9.047062588,9.090393759,8.738783937,9.350776882,8.75059359,9.355061068,9.1059874,8.793313375,9.013714155,9.239791543,8.836553838,8.939526956,9.336559017,9.440774174,8.851027595,9.114366905,9.221498379,8.76683899
"VN1R1",3.336122819,3.375348026,3.363813428,3.528550184,3.302098411,3.295653145,3.49980164,3.319449944,3.315023122,3.187273105,3.480255207,3.311242622,3.516007648,3.21674991,3.245625301,3.425926024,3.123325963,3.367691618,3.225692077,3.450888549,3.15655576
"MCOLN1",7.220154308,7.452902374,6.916264028,6.969445463,6.796295549,7.199690586,7.253358585,7.018222837,6.957938398,6.99987346,7.516089847,7.439573713,7.162410717,7.210640681,7.26383634,7.199690586,7.25023578,7.288938136,7.199690586,7.331215746,7.147980227
"ATP10A",4.554069124,4.688483613,4.793355368,4.697085347,4.520632389,4.839473821,4.496233871,4.813453251,4.97757718,4.278322521,4.700257638,4.456894033,4.887380273,4.826331159,4.487111341,4.856694036,4.617695358,5.091579275,4.525738917,4.663269727,4.409584225
"ATP8B2",9.457775534,9.331404235,9.791285029,8.490877541,8.125795087,9.234070736,9.411474738,8.382241324,9.378661714,8.038971801,9.54062619,9.544137692,9.768229369,9.194141699,8.967511612,9.071388961,8.981096844,9.201415969,9.147088486,9.640966343,9.702588208
"ATP10D",8.442807257,8.680668246,8.31849741,7.894785942,7.81751932,8.598484475,8.54480202,7.795538149,8.213191769,7.954569724,8.920551699,9.083218541,8.613734768,8.603986405,8.31849741,7.634277961,7.623535508,7.589088164,7.712376491,8.616643188,8.655421726
"ZNF248",5.896853652,5.927610276,6.087260576,5.35997893,5.553335303,5.208417508,5.81767317,5.011650494,5.666940752,5.482731453,5.525291525,5.767699779,5.937212013,5.818890695,5.942061934,6.530296073,6.429773342,5.442679508,6.014769053,6.157648349,6.022905356
"SLC45A4",4.703618627,4.833349728,4.789662534,5.816775042,7.080546683,4.832629378,4.931624223,6.730514863,4.988936655,7.902908153,4.858072349,4.958956964,4.632557512,5.590926493,6.582376677,4.907610019,4.864014787,5.155769511,4.987383844,4.604772556,4.748134496
"ADGRG6",10.1553371,10.1462643,10.16427789,9.679848204,9.378937554,9.7019577,10.09082664,9.361412864,9.976809797,9.330280842,9.401085368,9.376697932,9.495888297,9.244877891,9.119524906,10.65789379,10.47431141,10.13518211,10.45546227,9.85585113,10.00304688
"GFOD3P",7.662988358,8.11151801,7.847764498,7.837692455,8.159304102,7.396009001,8.100652078,7.614001116,7.851213632,8.255838471,7.779217562,8.149153283,7.749065944,7.883470727,8.044502725,7.826337509,8.196172133,7.201262083,8.128757631,7.835018776,8.086232912
"SPRYD7",4.924860354,4.889282712,5.327933025,5.255347121,5.149506356,5.381889851,4.591730422,5.188686203,5.003969697,4.94757964,5.182781137,5.070308052,5.159576643,5.937785965,5.236661605,5.351610673,5.147770557,5.299653199,5.182781137,5.945522695,5.872799585
"CEMIP",3.286599562,3.252558574,3.400860718,3.39133002,3.418832746,3.402838319,3.356554019,3.896475186,3.507361154,3.125476291,3.865056985,3.99308833,3.841777498,4.304681556,3.930536525,3.480255207,3.281151834,3.331375616,3.099554363,4.648807186,4.502552105
"THAP11",7.628502489,7.991977581,7.80710317,7.968428082,8.434688664,7.317608422,7.776993498,7.475547716,7.747272211,8.260676599,7.239059893,7.80710317,7.74475074,7.80362744,8.284018696,7.936416856,8.165368356,7.544099247,7.977498635,7.616426175,7.920446968
