"Feature","GSM468603.CEL.x","GSM468604.CEL.x","GSM468621.CEL.x","GSM468605.CEL","GSM468607.CEL","GSM468609.CEL.x","GSM468610.CEL.x","GSM468611.CEL.x","GSM468622.CEL.x","GSM468612.CEL","GSM468615.CEL.x","GSM468616.CEL.x","GSM468623.CEL.x","GSM468617.CEL","GSM468618.CEL","GSM468606.CEL","GSM468608.CEL","GSM468613.CEL","GSM468614.CEL","GSM468619.CEL","GSM468620.CEL"
"PRC1",9.704666148,8.632183264,9.613277214,10.53642741,9.671389425,9.595003901,8.406162283,10.22804564,9.389069525,9.490487372,9.332328159,8.200440846,9.088406221,10.34801455,9.224658261,9.407616054,9.160155646,9.189030395,8.850801634,9.355022565,8.657161309
"SLC7A7",8.719964835,9.568947423,8.567043713,8.139649032,8.773640506,8.716337204,9.53686473,8.065675861,8.703985208,8.923722337,8.719183136,9.589420778,8.767423902,8.259080575,8.6484364,8.593961168,9.257390876,8.142710986,9.214581132,8.506102394,8.98822634
"SLC7A6",8.714204926,8.514078752,8.351397901,8.174697227,7.69848459,8.714579005,8.707945226,8.163869417,8.379362519,8.13416365,8.661763325,8.902184168,8.690570254,8.18974455,7.90827307,8.656301003,8.587955453,8.77024391,8.594028125,9.129258021,9.126008063
"PAPSS2",9.422069168,8.927860596,9.343360576,9.191920577,8.773685232,9.286517545,9.025907101,9.057153083,9.513998066,8.765458031,9.407621935,9.583545603,9.742366646,9.052557355,9.025231143,9.281437626,8.947816281,9.457632142,8.98708766,9.58767851,9.256714324
"PAPSS1",10.87173708,10.59706298,10.720506,10.98299184,10.80614356,10.78003347,10.55313308,10.78003347,10.79515335,10.80474602,10.99970845,10.77627197,10.84998329,11.20446467,10.94940858,10.78003347,10.61594127,10.47655743,10.48928879,10.94385922,10.67331374
"PIAS2",6.542494277,5.755187826,6.247968801,6.436999359,5.436777341,6.363008236,5.335763804,6.509890591,5.928822957,5.932475623,6.327924001,5.726372899,6.278187124,6.668404876,5.679403903,6.127477325,5.747255529,5.673951853,5.479555978,6.410828622,5.699741915
"MAP3K6",4.539665825,4.461157148,4.48286808,4.643418618,4.120965496,4.591860601,4.36596911,4.398754635,4.642373982,4.48286808,4.519733831,4.523427167,4.377052161,4.403102461,4.271464994,4.605204699,4.352571763,4.669829356,4.48286808,4.454626878,4.324586539
"ANGPTL1",2.850617979,3.096975804,2.641840932,2.850617979,2.761012493,2.931727526,2.850617979,2.729483953,2.904762685,2.656451949,3.008059885,3.48329335,2.981733184,3.113285022,3.114618924,2.580287114,2.711681004,2.441957928,2.681414732,2.716695919,2.896039885
"CLDN12",6.554697247,6.874315157,5.942886302,6.260567664,6.293357039,6.40230076,6.513785505,5.729169484,5.807947131,6.443078063,6.657557695,6.843248274,6.300838461,6.419351376,6.718212192,5.503041195,5.941098793,4.808341868,5.435982558,5.790507003,6.009338445
"ASH2L",9.949239993,10.36453117,10.15049202,9.654724588,9.700165119,9.848855085,10.19807303,9.712939552,10.12448858,9.73805369,9.489818092,9.493009964,9.73813635,9.575784531,9.584762818,10.4574133,10.57660431,10.10588868,10.43189746,9.779219132,9.792970786
"CLDN10",4.437207483,4.094055436,4.229877433,4.458775313,4.043741933,3.690480164,3.980811838,4.07038602,4.188711721,4.219257019,4.158641296,3.980749182,4.211096609,4.07038602,4.351091633,4.400592462,4.988654943,4.561758502,4.765191028,4.399196721,4.396811632
"CLDN6",5.636251392,5.883493223,5.938481484,5.825686212,5.953416751,5.72119284,5.937321116,5.569509045,6.038148754,6.130394916,6.011898707,6.380273758,5.998179478,5.861053218,5.90716825,5.878014566,5.95217724,5.759545259,5.949783357,5.90716825,5.90716825
"CLDN1",3.424069894,3.639520457,3.720412714,3.569130217,3.580241476,3.802229209,3.82996398,3.572612324,3.504475216,3.289364034,3.689280113,3.836179499,3.885544884,3.811562205,3.368034991,3.778887282,3.689280113,3.520114523,3.783914988,3.785955325,4.200846924
"DIRAS3",4.866084911,5.126613079,4.742044248,4.124013692,3.865774498,4.715489367,5.168802651,4.410433307,4.902431754,4.166762389,4.620440641,5.025619412,4.291633306,4.707380606,4.09478392,6.028670042,5.987262642,5.777125734,5.961103884,5.932840231,5.691561487
"LDB2",10.17273017,10.32457897,10.17149528,9.916058319,10.28887571,10.0066861,10.33427536,9.868811808,10.24818239,10.36605871,10.23041847,10.34120304,10.43472127,10.28253904,10.61660373,10.20590095,10.33758149,10.05953987,10.40233447,10.37167912,10.44902374
"CLDN9",4.989651789,4.699923914,4.746362014,4.775946319,4.68615728,5.031754944,4.718795214,4.858495912,5.013766279,4.70513919,4.82156967,4.979983629,5.063904248,4.653848008,4.743213376,4.830362011,4.531445173,4.897952149,4.48182905,4.574008174,4.689852254
"BPY2",2.96223792,3.121409049,3.191867895,3.453570848,3.018326697,3.125615881,3.522008125,3.0866298,3.042061537,3.165804848,3.28592711,3.067478387,3.137310726,3.311931717,3.165804848,3.237794743,3.023513329,3.379702321,3.05131192,3.136475411,3.195450002
"EIF1AY",7.031881016,6.957153401,3.435163123,7.013360164,7.126541567,6.870254803,6.797454378,6.90974675,3.659913647,6.989482901,6.997420148,7.003764528,3.544687992,7.135049591,7.214724581,6.623910799,6.62585957,6.471899151,6.758029533,6.793820984,6.937557543
"TMSB4Y",5.72119284,5.538959314,5.663823168,5.647152351,5.436751275,5.686221695,5.407204193,5.741417764,5.551336924,5.490034459,5.410512602,5.273949674,5.6623966,5.535434885,5.538959314,5.538959314,5.297097357,5.538959314,5.380688378,5.553170991,5.304940019
"PKMYT1",5.809212578,5.720084035,6.008280732,5.983132051,5.723514075,5.809212578,5.416480086,5.934885625,5.974171524,5.589643332,6.016262071,5.462653774,6.020106068,5.862382356,5.809212578,5.748899959,5.684566071,5.959124634,5.704236746,5.809212578,5.797616903
"PIGQ",5.426308557,5.497146319,5.634611831,5.250556441,5.567067025,5.140951508,5.445696317,5.280906858,5.784098995,5.426308557,5.426308557,5.574183457,5.301076917,5.518682655,5.594530481,5.744117609,5.905565738,5.194717344,5.583577889,5.4420724,5.385826257
"SART1",7.290765535,7.640775432,7.672365882,7.239505389,8.157582876,7.269258561,7.689179008,7.135780495,7.609346302,7.964214812,7.104741692,8.097602521,7.635526131,7.626217902,8.053387444,7.325593193,8.007408276,7.207410979,7.802109112,7.582002072,7.676473791
"DNAJA3",9.300732148,9.1382156,9.031340157,9.187689479,9.046089673,9.220672769,8.928790621,8.980960888,8.76854218,9.069294909,9.303730145,9.127571197,8.919178353,9.16619041,9.001880452,9.315056763,9.304140115,9.272611078,9.056295661,9.362355054,9.320549065
"UNC119",7.450048256,7.767974094,7.579136913,7.262409099,7.70448789,7.231817702,7.770154046,7.331589992,7.648614818,7.607696325,7.230688815,7.528458151,7.243144247,7.236119599,7.42556662,7.700520981,8.020348258,7.454624617,7.847216927,7.470286016,7.605964361
"TBX18",5.168963627,5.294199899,5.818534836,5.039495094,4.69614677,5.618804131,5.682542842,4.762035971,6.11534848,4.222597436,5.189935708,5.02849065,5.24327667,5.081703115,4.873734205,5.704553191,5.966122856,6.084990768,6.464916664,6.066388083,6.079088541
"USP14",8.137783756,7.737098516,7.742794589,8.628495713,8.786017698,7.813934304,7.927107161,8.524688907,7.773659185,8.826182827,8.10828524,8.092448603,7.740199394,8.60873645,8.81047639,8.628615479,9.009935743,8.545247487,8.963273745,9.106874939,9.019291867
"USP10",8.046965955,8.121566449,8.607220572,8.2926438,8.177769942,8.978725159,8.283207229,8.322376619,8.517912144,8.013662078,8.479944495,8.122536845,8.409708586,8.22644937,7.955931457,8.035276755,8.198917289,8.723559888,8.108783061,8.007067848,8.415585139
"USP8",7.910398276,7.86834116,7.920595732,8.31418702,8.481294586,7.913236385,7.926047081,8.225681688,7.854154552,8.45439837,7.919107916,7.851425587,7.859582995,8.384905692,8.511878564,8.14427236,8.052555006,8.063441692,8.14427236,8.063441692,8.138829832
"FCGR2C",5.244323127,5.105871225,5.428121945,5.375475731,4.806821662,5.289751936,4.793162068,5.235517051,5.455162016,5.140943621,4.901325815,5.265556747,5.423094595,5.148500694,4.921479976,5.135874157,4.973507065,5.200036907,4.885648914,4.917307515,5.11046348
"MTMR6",8.153399521,8.096029746,8.603984404,8.909258594,8.89695218,8.618546363,8.594116005,9.061164651,8.969932593,9.135897591,8.332417898,8.541125709,8.932099545,9.15087336,9.115151565,8.891455835,8.878131713,8.972915892,9.190020494,9.190830616,9.422919658
"MTMR7",3.597207284,3.588236847,3.433264386,3.39286719,3.588227574,3.627461538,3.365969028,3.445936055,3.312439993,3.715738621,3.590371585,3.316078381,3.649442556,3.312439993,3.354623824,3.479421657,3.237845827,3.482865201,3.437594438,3.459198979,3.258159111
"MTMR4",7.852775688,8.019938709,8.026880159,8.099856512,8.33838291,7.283522616,7.768388318,7.652997778,7.77008619,8.355681433,7.766079653,8.28828826,8.140550737,8.293611307,8.585236857,7.93809548,8.038551088,7.428307042,7.972227586,8.116041789,8.201924582
"NMI",10.29815685,9.780253978,9.542811219,9.789168087,9.102605189,10.31767991,9.567416426,9.622335766,9.468982937,9.201569228,9.953458437,9.316770595,9.355843733,9.591924682,8.839536512,10.17867598,9.319681981,10.04421345,9.151997507,9.794285609,8.845498779
"MTA1",8.624845473,8.986332843,8.4717853,8.939686999,9.198274192,8.259639937,8.958489059,8.597710906,8.386436973,9.052051343,7.90748914,8.330883852,8.029140063,8.24722257,8.742818663,9.014158532,9.395028008,8.636788926,9.360609589,8.531857757,8.832445273
"LATS1",6.945597923,6.800483266,6.90117666,7.932941454,7.935624242,6.80642027,6.507824224,7.696386734,6.858633148,7.822284821,6.555403377,6.477919317,6.920791479,7.581393944,7.979400544,7.648328144,7.733691731,7.402586933,7.889586053,7.418671469,7.795654998
"ATP6V0D1",10.35182448,10.73440075,10.54630639,10.40263085,10.71209718,10.46376051,10.6967271,10.35962886,10.59215334,10.71930598,10.6849527,10.85120048,10.6991718,10.71930598,10.77516554,10.27382551,10.50540315,10.40743246,10.33309936,10.46951144,10.52817768
"SEC22C",7.699130867,6.928680239,8.725992768,9.24309287,9.281437626,7.7366561,6.744537048,9.042682481,8.608962594,9.178957651,7.731725246,7.120129258,8.543519658,9.342449252,9.341568866,9.049579164,8.934661971,9.008282325,9.099969455,9.262322972,9.225401564
"SLC16A6",3.347208175,3.635307328,3.319232651,3.573354616,4.777959988,3.35302175,3.850646133,3.474423571,3.743451404,5.619152865,3.463814693,3.44964535,3.409192223,3.904401427,5.587937022,3.054498293,3.32410961,3.220446212,3.58897737,3.553402161,3.342620295
"SLC16A5",5.820107023,6.624103823,6.07157273,5.262585072,5.624480141,5.969834377,6.752333067,5.264855972,6.163566995,5.621837219,5.628556367,6.077052124,5.665951886,5.366498637,5.074289338,5.282547104,5.879558581,5.126024603,6.01924842,5.290838868,5.349024213
"SLC16A4",4.503621472,5.342798424,4.758379963,4.39850064,4.107535597,4.47830227,5.032702194,4.516032308,4.807306283,4.559795139,4.423244348,4.652255699,4.360296509,4.266288597,4.200109208,4.528576426,4.808941937,4.42366229,4.96719469,4.528814479,4.623279548
"PDLIM1",11.11345454,11.88817304,11.78578301,10.52687784,11.2346559,11.02364736,11.96719466,10.49726576,11.75690555,11.30764716,10.91873733,11.87708981,11.79828932,10.27836245,11.04412443,11.15439957,11.49483816,11.04624668,11.47380462,10.94032679,11.4595017
"CNOT9",8.233400438,7.456089832,7.872136623,7.963319715,7.172989573,8.136011572,7.611465495,7.835280311,7.782188672,7.372433542,8.210404391,8.297217882,8.112008294,8.235838717,7.372155727,8.282331392,7.560483839,8.093934507,7.370417224,8.577148047,7.352891823
"SMC3",8.638055351,6.979547854,8.848330681,8.872959656,7.484138062,8.679661709,7.311484962,8.638993943,8.584206233,7.100556736,8.358350436,7.059084555,8.480040163,8.504091232,7.391329437,8.645932573,7.250864039,8.605453738,7.595949508,8.364418093,7.553746713
"PRPF4",8.089491853,8.311243796,8.144910451,7.189879116,7.111319674,8.305392686,8.50459953,7.566474985,8.317606485,7.621888715,8.217081533,8.789355902,8.387462354,7.632662835,7.419011126,8.176342663,8.637813092,8.179051524,8.681302779,8.597784018,8.756401666
"PRPF3",8.118572724,7.9014604,7.76464828,8.651026994,8.685175195,8.172045662,7.871984773,8.472389285,7.85473158,8.595719964,8.125805019,7.984216683,7.755896431,8.595864102,8.515143945,8.057728109,8.052941307,8.096073073,8.002651314,8.486319589,7.902999592
"FAM50A",8.932290556,8.982129325,8.801059939,9.25124393,9.391964532,8.661350773,8.955323453,8.982129325,8.931827768,9.513979766,8.726242346,8.994467901,8.832067671,9.225280493,9.315074899,9.106790658,9.24197554,8.576147264,8.982129325,9.033791641,8.978495177
"AIFM1",8.627907498,8.363165367,8.13419136,8.608926594,8.490122417,8.705592358,8.317707451,8.439780586,8.151450765,8.517712337,8.500641505,8.446126747,8.168884401,8.630170155,8.496119632,8.548124605,8.588136704,8.453274038,8.341553563,8.724919593,8.433387797
"CCNB2",9.424170192,9.055287476,9.287596275,9.672315573,9.491997294,9.218440497,8.864372821,9.485424568,9.251154744,9.215576419,8.845252508,8.649006173,8.854086151,9.457291275,8.852706492,9.044491213,9.394371831,8.938978713,9.137605866,8.817319597,8.895100521
"CCNE2",6.588800356,4.960084659,6.134794925,7.253021092,6.587148207,6.871454601,5.296327556,7.569491568,5.842955382,6.37790319,6.423437362,4.710945286,5.516140414,7.289816479,5.822112873,6.238880826,5.245868157,6.686220116,5.723428259,6.683187824,5.798588498
"RABEP1",6.139798912,6.039592061,6.263961292,6.870227194,6.831833543,6.439812682,5.835820116,6.517021834,6.081108991,6.479789554,6.365106291,6.13425475,5.962103243,6.942248113,6.577958374,6.68385619,6.047688704,6.302947636,6.245452274,6.799810949,6.335103114
"RRP9",6.092582163,6.027536008,6.090400333,6.121337919,6.034510429,6.192971861,5.828373785,6.102108019,6.114597234,6.04679846,6.069110724,6.050241217,6.476035374,6.18059757,6.466860132,6.183272115,6.20112321,6.036253187,6.114597234,6.329909067,6.186213363
"ARHGEF1",5.300198739,5.309309997,5.403975571,5.339618669,5.750691464,5.22055416,5.593478691,5.403975571,5.395774328,5.59256211,5.234180071,5.577424924,5.232704632,5.434065373,5.375948854,5.378041988,5.732445599,5.418439727,5.620374723,5.328445763,5.546962611
"CBFA2T2",6.429527239,7.516840266,6.62674801,6.111192842,7.346595039,5.666486131,7.153666137,5.659665615,6.147196383,7.191253856,5.710496458,7.154225615,6.334368406,6.641232376,7.341518356,6.240411174,7.568339337,5.434100772,7.446631,6.380215186,7.324420595
"ATG12",8.418362456,8.059009927,8.069894814,8.728993285,8.199428376,8.534616598,8.015607233,8.741509785,7.818974399,8.119467453,8.518545714,7.865340115,7.960486923,8.793414828,8.164949597,8.802035163,8.373598299,8.821141144,8.367202677,8.911140874,8.503351709
"PDCD5",8.621797055,8.257409164,8.241300856,8.84205681,8.720394813,8.659679636,8.018087589,8.634865084,8.22096056,8.541794008,8.696903316,8.342164611,8.091016306,8.84835093,8.71045706,8.611383016,8.493292042,8.60928314,8.3331665,8.89662268,8.353170228
"SYNGR2",9.55169573,10.80354287,9.454352081,7.876176947,8.161927869,9.509771033,10.65031704,8.008863264,9.460177745,8.022701345,9.484948447,10.45366367,9.345914497,7.727694655,7.700082462,9.313224341,10.09452563,9.182591859,9.955145514,9.043168858,9.657305754
"SYNGR1",5.578585988,5.632898054,5.844428145,5.370607482,5.569241773,5.46305245,5.356995436,5.383783861,5.718555876,5.685889404,4.910108236,5.43958301,5.614988088,5.268264516,5.359535816,5.731067527,6.752798965,6.029122122,6.520738551,6.011887104,6.546351761
"HGS",8.500490096,9.03464309,8.799240914,8.689097657,9.145054818,8.450280227,8.980596743,8.70958732,9.008194185,9.298027222,8.648160609,8.953143196,8.936643411,8.874781584,9.146243792,8.533626634,9.174986216,8.492210574,9.065007491,8.691124115,8.874781584
"NEMF",7.6899737,7.774841493,7.099798588,7.842616428,7.941557252,7.572563637,8.01276525,7.586866315,6.734793428,7.87111657,7.727895344,7.901124775,7.23418067,8.013009908,7.954823855,7.687087145,8.069227533,7.456533091,7.956862442,8.101297648,7.90368849
"NEURL1",4.41189886,4.254511492,4.582448887,4.297995768,4.569633818,4.41189886,4.378460806,3.992901501,4.474113096,4.458496916,4.242278104,4.334687393,4.706655819,4.334687393,4.477454929,4.350326699,4.190194472,4.020597147,4.147400438,4.348391858,4.286873951
"DYRK1B",5.587924471,6.815687664,6.599304916,5.273502015,5.72845766,5.780812249,6.237436058,5.320704245,6.438653822,5.489273747,5.796901375,6.350868372,6.074481735,5.358317585,5.606340567,5.63309329,6.275605625,5.755084896,5.891727448,5.674306477,5.99591855
"CTDP1",7.222247826,7.43961157,7.151216658,6.834118272,7.209991961,7.039371466,7.44726051,6.957181781,7.400603504,7.266702789,7.064435156,7.632615091,7.344043729,7.244302218,7.184185362,7.014143771,7.506000855,7.189782919,7.125620565,7.209991961,7.188430613
"EXO1",6.324065961,5.467014432,5.905681843,6.631463989,5.828288654,6.073336692,5.529609955,6.5070691,6.025954836,5.905681843,6.100611711,5.800686861,5.62921479,6.196590766,5.485642394,5.881864922,5.939665124,5.578260288,5.537405428,6.079710134,5.753856277
"FIBP",9.421148263,9.936895212,9.880870837,9.548559635,10.23900264,9.410604995,9.889564481,9.620896008,9.985980077,10.24285703,9.42393539,9.87450773,9.939144865,9.70791999,10.31354514,9.261296013,9.829786213,9.341062855,9.723278825,9.446208106,9.736406186
"PCSK7",7.764739074,7.703422111,7.61997751,7.764739074,7.74416821,7.524172067,7.612932292,7.544929315,7.558463062,7.593894044,7.713997548,7.725495695,7.632062432,7.632058102,7.600950119,7.602670665,7.454226016,7.213400975,7.2562642,7.616879338,7.293175314
"EBAG9",6.677158552,6.455782191,6.749339481,7.355243835,7.415077131,6.784444083,6.670922898,7.003570546,6.5831263,7.302052532,6.888188891,6.946565039,7.037267536,7.398493583,7.499784955,6.594992061,6.906492508,6.635178864,6.882161009,7.170031346,7.237066163
"COX7A2L",11.1896153,11.07013449,10.93330895,11.0402088,10.94294706,11.17214642,11.01971517,10.9039357,10.89227331,10.94528842,11.12761464,11.07722037,11.02346066,10.98416797,11.02530567,11.21382678,11.16468625,11.20440643,11.17474624,11.23334765,11.25441159
"TMSB10",13.88528234,13.80822919,13.78374388,13.91633612,13.94313239,13.86376242,13.80661454,13.93773333,13.84298733,13.91890367,13.94234233,13.87855485,13.85033329,14.05500565,14.00282436,13.81890671,13.74154989,13.85791463,13.83655286,13.86593264,13.77255861
"SCAF11",9.259075055,8.488630816,8.829098097,9.082431725,8.450599031,9.299169464,8.682027147,9.145160037,8.414863095,8.404625195,9.430629103,8.399185756,8.441457225,9.302588775,8.513721773,9.337245706,9.062400514,9.497409548,8.950943123,9.549166232,8.806245919
"IL1RL1",8.570776819,6.870565463,7.694394581,9.894150163,8.61744074,8.855653695,6.908714245,9.798127608,7.631877814,8.395389085,8.305155486,6.869730976,7.172709365,10.18357861,9.379543122,8.697296,6.912640751,9.189397407,7.110036568,8.936643411,7.239848155
"MAP3K13",7.221247774,8.043363002,7.773773759,6.735769705,7.227923357,7.60721311,8.3677363,7.256956286,7.866346188,7.853246879,7.387482846,8.291734986,7.912045032,7.465526051,7.489182831,7.482096959,8.331987791,7.829191848,8.416855629,8.29112443,8.636915522
"AP4M1",6.938265806,7.535474993,7.505595841,6.830127653,7.190573757,6.944963444,7.515644463,6.76883905,7.487537511,7.222594718,7.190176268,7.538107134,7.378342175,7.062852685,7.037109736,7.153675105,7.520639913,6.881936455,7.586764397,7.233280434,7.662075211
"OSMR",5.578243217,5.345153325,5.715209065,5.433647618,4.766698342,6.031559258,5.638870405,5.216228842,5.68484597,4.847773428,5.322119659,4.630363398,5.395131956,5.217985942,4.495946131,6.140098806,5.503726012,6.046933779,5.634889268,5.897225778,5.251594381
"ARHGEF2",6.882430531,7.69937827,7.273561844,6.506387146,7.225158307,6.980442284,7.599357796,6.596555614,7.092898848,6.724573428,7.372264522,7.644297682,7.13786407,6.970153728,6.898176055,6.771274443,7.490722554,6.689192004,7.189921786,6.914055834,7.154783847
"RASSF9",5.4932774,5.700561385,4.889202236,4.455995753,4.354247344,5.254658355,5.629750196,3.877664234,4.789017198,3.650496806,4.993621929,5.122634024,5.074512149,4.617550419,3.961535027,4.933819578,5.132275879,4.513983354,5.242877292,5.222651439,5.004718745
"ZW10",8.330930674,8.383050645,8.246353573,8.603799213,8.473233568,8.271026981,8.224982903,8.299000219,8.212834581,8.378820421,8.409398823,8.695925791,8.429863935,8.636986125,8.82226145,8.422313007,8.608878783,8.092108216,8.407235564,8.417392456,8.78386181
"BUB3",9.415102957,8.734256267,9.23671826,9.613695937,8.966152067,9.283893271,8.918953311,9.443541327,9.048954728,8.851857524,9.422505342,8.775148004,8.891277053,9.374217236,8.784222717,9.411315474,9.12469598,9.425243414,9.149403031,9.437491025,9.294889542
"REPS2",5.342129422,5.955701041,5.772722484,4.944180934,5.173315778,5.339007125,6.149068772,4.797853269,5.802841783,5.220785575,5.113602542,6.538744276,5.750737808,4.743436196,5.25273356,4.556546124,5.054761994,4.259772213,5.090602311,4.594639086,5.851801994
"SLC24A1",6.578277979,6.933572094,6.234109169,6.319191865,6.082252982,6.402130825,6.785702567,6.023075762,6.431649911,6.033458503,6.140741272,6.063765474,6.196110775,6.300357427,6.157508891,6.437194652,6.75487964,6.444209114,6.761412975,6.582280564,6.435717257
"DDX21",10.6736334,9.029643469,10.43988227,11.08853852,9.898558071,11.00235471,9.398849438,11.26076204,10.78898943,10.07080528,10.92522592,9.615983297,10.94000816,11.32970237,10.1260637,11.01239305,9.535977117,11.23177687,9.742660187,11.54358993,10.26836093
"ZBED1",9.166212394,9.735189669,9.218453921,9.052059179,9.24367221,8.945588619,9.65758163,8.764193862,9.098663661,9.375000435,9.016648622,9.669197006,9.135770257,8.997258774,9.230527859,9.015730793,9.467957776,8.683715951,9.395317477,9.040582788,9.173035935
"DEDD",9.098612678,9.610149447,9.586673305,9.392722234,9.727964123,9.231378023,9.496539882,9.320273712,9.589884203,9.673017843,9.168951008,9.536889914,9.378599425,9.30955182,9.699995898,9.167781197,9.508620643,8.715723283,9.419803498,9.093374458,9.329304524
"SLC16A7",4.20812598,4.71324857,5.300273157,4.242872017,5.040736224,4.47579396,4.589392323,4.540589499,4.454418255,4.920358559,4.338250534,4.10440687,4.954685829,4.606778883,5.646508463,3.866158526,4.953540684,4.266817332,5.124510453,3.741268264,4.559795139
"SLC33A1",7.180595924,7.321724224,7.165820446,7.397288511,7.257365055,7.046967931,7.157891081,6.865552212,7.08343578,6.915802198,7.71931928,8.560300348,8.097625607,7.890062627,8.359687629,6.75213308,6.546059903,6.630267152,6.93605583,7.973822333,8.355097797
"HACD1",8.044924632,8.568472678,7.984647792,7.005614549,7.577241445,8.007970505,8.341715692,7.086617735,8.179918403,7.628170468,7.792312498,8.321057555,7.882785742,7.037972454,7.276573528,7.963886597,8.578395964,7.967826369,8.453554782,7.804787763,8.274179529
"DCLK1",5.569220997,5.59316646,4.493914739,5.428390743,4.700442083,5.748404762,5.478264985,5.59649737,4.092332123,5.115810532,4.495581055,4.603267982,3.938712015,4.938176155,4.304047639,6.545820664,6.238252581,6.601274217,6.254169092,5.734506697,5.187675574
"ZMYM4",8.717152216,8.911482092,8.879977843,8.264790479,8.603938378,8.575276135,8.859614507,8.11771459,8.759556995,8.642460049,8.402553493,8.793191206,8.496570346,8.086353764,8.308857096,8.571507267,8.815585313,8.393195577,8.945029483,8.369034144,8.488349887
"ZMYM3",7.831092767,7.901883732,7.64156512,7.660834301,7.717063733,7.505881208,7.983066515,7.313266466,7.574451754,7.758542954,7.237130206,6.938687631,6.848738681,7.312345429,7.042473427,8.015191713,8.061369973,7.556582648,7.839744498,7.366081168,6.949841585
"ZMYM6",5.575468031,5.473254745,5.705286071,5.770843593,5.511201047,5.652423023,5.088702156,5.72285597,5.576222966,5.529442559,5.651380401,5.643076021,5.392772219,5.975796428,5.149170375,5.880681347,5.1359578,5.387881049,5.327578419,6.175823422,5.423209757
"ZMYM5",3.816449859,4.14386386,4.040270637,3.65515057,3.805891945,3.672296331,3.786751227,3.606116294,3.73229342,3.534912491,3.384754963,3.456537613,3.797828767,3.975873721,3.769279908,4.240920659,3.993935185,3.583982213,4.496233871,4.032602526,4.489657698
"LRRFIP1",8.618042667,7.395658746,7.160501074,9.845178367,9.002182657,8.862714329,7.504053073,9.605872271,7.532298426,8.902316371,8.845714411,7.52981864,7.176478548,9.72376195,8.874902471,8.468659958,7.660263884,8.917138738,7.7480898,9.335520653,8.00797483
"LRRFIP2",7.196047688,7.378140208,7.181821481,7.197363392,7.351946954,7.156065194,7.359934286,6.922043882,7.245265028,7.402241552,7.665687506,8.035343749,7.431463391,7.907760253,7.741786299,7.290264443,7.431463391,6.981299803,7.490062128,7.915377416,7.846682724
"AURKB",6.988316495,6.687193386,7.22381311,7.383034541,7.139002958,6.901663166,6.405376407,7.190811054,7.217594387,7.080390023,6.681327007,6.408485041,6.742251806,7.209462766,6.776856138,6.446688756,6.775290613,6.196752743,6.459153895,6.375609449,6.237527956
"XPR1",5.284189671,4.946452763,6.083591102,5.591077031,5.751172598,5.423094595,5.276404952,5.406594302,6.120490305,5.999065694,4.750862087,4.871329126,5.565405766,5.60057056,5.619146057,6.267378702,6.542139454,6.032847657,6.411996463,6.22751224,6.366712376
"LARGE1",3.795995046,4.007400975,3.952553606,3.661205813,4.186255873,4.027813695,4.031792312,4.425514616,3.963369922,3.965585439,4.122762119,4.08125922,4.094079453,4.031792312,4.341021531,4.052944886,4.031792312,4.187553558,3.997451258,3.803118257,3.75620481
"VAPB",5.088858773,5.148300024,5.990335966,4.676743026,5.180931602,5.193916746,5.313684211,4.949978988,4.908137379,5.472767785,5.022831027,4.670468295,5.500669311,5.143383702,5.105760176,4.971958512,5.892436634,5.213617748,5.576213839,4.695029958,5.396626319
"VAPA",9.21512969,9.37504347,9.110480166,8.260468861,8.05873884,9.378439123,9.590400278,8.549104207,9.349048335,8.675039732,9.356960764,9.593454893,9.472659387,8.435267551,8.163479332,8.897710862,8.942138097,9.102263201,9.22882316,8.998259858,9.267157209
"MTA2",4.660205243,4.456737721,4.771205674,4.590164244,5.057328886,4.858088815,5.309257006,4.460474751,4.607952454,5.08703173,4.290583098,4.576173955,4.931836439,4.251153684,5.454992119,4.703140821,5.224577256,4.673519501,5.153703748,4.664396971,5.204757116
"NOLC1",7.500202916,7.464901227,7.385425338,7.542649527,7.40206403,7.988865548,7.653321033,7.447059822,7.596503111,7.592817703,7.877112913,7.962965511,7.706348389,7.76650963,7.518730049,7.715512186,7.617822726,7.956567084,7.830309952,8.254025054,8.094757489
"MAGI1",8.922535125,7.610481666,8.006328457,8.689067166,7.50539666,8.764245897,7.641022737,8.643551307,7.948230773,7.750654841,8.684572648,7.629819015,7.832916007,8.587765509,7.490515441,8.7265155,7.396667994,8.549874012,7.284462626,8.711704802,7.061912014
"DLGAP1",2.657089915,3.065960485,2.927292194,2.969807114,2.914888556,2.919641704,2.789797522,2.850505387,2.897393005,2.964534574,2.974531218,3.075252393,2.889576321,3.143434513,2.8237911,2.849956806,2.933545677,2.885606831,2.679172819,2.789427997,2.978747869
"RAB11B",5.048512029,5.44498868,6.250894452,4.893904945,5.355693723,5.552117067,5.427051426,5.269096395,5.717810166,5.156760379,5.564885297,5.191870422,6.067306283,5.490602468,5.327646521,4.772391229,5.281610852,5.29449416,5.285393636,4.94895543,5.208202878
"DLG5",7.71497097,8.251805988,7.947633939,7.753805009,8.228176898,7.391695107,8.28466111,7.672604337,7.831385779,8.395389085,7.372591364,8.189385367,7.58400708,7.588657931,7.968309558,7.535925641,7.966593439,6.915655575,7.967159306,7.503942783,7.700122287
