"Feature","GSM926651_Boeckel_K2.CEL","GSM926652_Boeckel_K3.CEL","GSM926653_Boeckel_K4.CEL","GSM926654_Boeckel_S2.CEL","GSM926655_Boeckel_S3.CEL","GSM926656_Boeckel_S4.CEL","GSM926657_Boeckel_K2.CEL","GSM926658_Boeckel_K3.CEL","GSM926659_Boeckel_K4.CEL","GSM926660_Boeckel_S2.CEL","GSM926661_Boeckel_S3.CEL","GSM926662_Boeckel_S4.CEL"
"SLC51B",5.299374518,5.860507329,5.017010844,6.012689144,5.790881946,6.287913737,5.299374518,5.860507329,5.017010844,6.012689144,5.790881946,6.287913737
"TARS3",7.341877481,7.406463872,7.504313868,7.434349378,7.428729662,7.415306824,7.341877481,7.406463872,7.504313868,7.434349378,7.428729662,7.415306824
"CCR4",5.751964761,5.37143102,5.600933775,5.726639779,5.629508596,5.590410366,5.751964761,5.37143102,5.600933775,5.726639779,5.629508596,5.590410366
"CCR6",5.419213931,5.44576495,5.142946844,5.509401083,5.201104127,5.288977763,5.419213931,5.44576495,5.142946844,5.509401083,5.201104127,5.288977763
"TMEM266",6.877624666,6.9388,6.538550171,6.912873519,6.651826938,6.952707823,6.877624666,6.9388,6.538550171,6.912873519,6.651826938,6.952707823
"CCR7",6.8864271,6.956259245,6.868609452,6.610179987,6.641551358,6.669666096,6.8864271,6.956259245,6.868609452,6.610179987,6.641551358,6.669666096
"AGBL1",4.859312913,5.002535585,4.634738375,4.820626929,4.83539375,4.952564849,4.859312913,5.002535585,4.634738375,4.820626929,4.83539375,4.952564849
"PLA2G4E",6.54210762,6.583600501,6.237028103,6.564788322,6.567324045,6.622653223,6.54210762,6.583600501,6.237028103,6.564788322,6.567324045,6.622653223
"C16orf46",6.413876735,6.841825293,6.984290651,6.650051169,6.690008354,6.853310966,6.413876735,6.841825293,6.984290651,6.650051169,6.690008354,6.853310966
"ACKR2",5.604440415,5.618659451,5.33989429,5.871156748,5.547372852,5.919309241,5.604440415,5.618659451,5.33989429,5.871156748,5.547372852,5.919309241
"NTAN1",11.76148136,11.79170689,11.61962644,11.75183074,11.70214959,11.57518757,11.76148136,11.79170689,11.61962644,11.75183074,11.70214959,11.57518757
"CEP20",9.856303935,9.831393472,10.09694522,10.00673347,9.87182088,9.877199206,9.856303935,9.831393472,10.09694522,10.00673347,9.87182088,9.877199206
"DNAAF1",6.579473154,6.840689061,6.559493942,6.666433212,6.647265853,6.766463992,6.579473154,6.840689061,6.559493942,6.666433212,6.647265853,6.766463992
"DCUN1D3",11.43159519,11.83746406,11.51468493,11.54129167,11.82951099,11.57899873,11.43159519,11.83746406,11.51468493,11.54129167,11.82951099,11.57899873
"NRN1L",8.191548393,8.160449035,8.007426386,7.972557665,7.984959301,8.091145158,8.191548393,8.160449035,8.007426386,7.972557665,7.984959301,8.091145158
"CMTM3",11.95150533,12.05286246,11.88946647,11.83514347,11.79662691,11.89666446,11.95150533,12.05286246,11.88946647,11.83514347,11.79662691,11.89666446
"C16orf78",5.94699088,6.142002823,6.021056405,5.879468011,5.734922077,5.931474164,5.94699088,6.142002823,6.021056405,5.879468011,5.734922077,5.931474164
"CMKLR1",6.469813328,6.894906762,7.014326487,6.549981681,6.542094238,6.622616069,6.469813328,6.894906762,7.014326487,6.549981681,6.542094238,6.622616069
"SPATA2L",8.10157037,8.192226355,7.999117501,8.320474568,8.117082619,8.048636671,8.10157037,8.192226355,7.999117501,8.320474568,8.117082619,8.048636671
"SPATA33",8.111686591,8.013571694,7.95391169,8.38476353,8.090735078,8.14891622,8.111686591,8.013571694,7.95391169,8.38476353,8.090735078,8.14891622
"NOXO1",8.380030767,8.551539444,8.237046685,8.264701249,8.259862972,8.382814873,8.380030767,8.551539444,8.237046685,8.264701249,8.259862972,8.382814873
"CCDC78",8.012961647,8.135793453,7.871626236,8.0475977,8.01946631,8.110658741,8.012961647,8.135793453,7.871626236,8.0475977,8.01946631,8.110658741
"ANKRD26P1",3.622941005,3.661610803,3.594447401,3.578021942,3.628379326,3.53026388,3.622941005,3.661610803,3.594447401,3.578021942,3.628379326,3.53026388
"IQCK",8.663513782,8.875112308,9.005167972,8.518144465,8.572284177,8.72983485,8.663513782,8.875112308,9.005167972,8.518144465,8.572284177,8.72983485
"ZG16B",6.957422498,7.034409946,6.812262073,6.983286854,6.947278999,7.264896282,6.957422498,7.034409946,6.812262073,6.983286854,6.947278999,7.264896282
"PRSS30P",8.168545547,8.455775047,8.156404619,8.21180143,8.107806533,8.122108528,8.168545547,8.455775047,8.156404619,8.21180143,8.107806533,8.122108528
"PAQR4",9.901348084,9.615470662,9.414044094,9.741485975,9.494292642,9.324110083,9.901348084,9.615470662,9.414044094,9.741485975,9.494292642,9.324110083
"ZC3H18",10.41989704,10.43530727,10.36940502,10.35561096,10.33258927,10.3280035,10.41989704,10.43530727,10.36940502,10.35561096,10.33258927,10.3280035
"GPR139",9.471086462,9.703743004,8.987682147,9.326492859,9.177768042,9.302240145,9.471086462,9.703743004,8.987682147,9.326492859,9.177768042,9.302240145
"CDYL2",11.37493974,11.38841853,11.59376909,11.45702718,11.49673211,11.62787113,11.37493974,11.38841853,11.59376909,11.45702718,11.49673211,11.62787113
"ABCC2",6.607604406,6.80637842,6.763098705,6.660154545,6.883220158,7.067833212,6.607604406,6.80637842,6.763098705,6.660154545,6.883220158,7.067833212
"ANKS3",7.806241741,7.795077457,7.693081853,7.811259049,7.632849212,7.834940329,7.806241741,7.795077457,7.693081853,7.811259049,7.632849212,7.834940329
"UBALD1",8.245114371,8.191415855,8.075456201,8.179702122,8.228939612,8.389506088,8.245114371,8.191415855,8.075456201,8.179702122,8.228939612,8.389506088
"SEPTIN12",6.83015634,6.99975588,6.611297767,6.992742612,6.81677087,6.843275597,6.83015634,6.99975588,6.611297767,6.992742612,6.81677087,6.843275597
"TMEM219",9.77007049,10.24753012,9.983978653,9.831137862,10.35169127,9.912213152,9.77007049,10.24753012,9.983978653,9.831137862,10.35169127,9.912213152
"EARS2",8.304894674,8.280999748,8.286932265,8.31331758,8.258321627,8.24717383,8.304894674,8.280999748,8.286932265,8.31331758,8.258321627,8.24717383
"SNX20",5.957834414,6.225813971,6.001515269,6.16403662,6.068822117,6.126025785,5.957834414,6.225813971,6.001515269,6.16403662,6.068822117,6.126025785
"TMEM170A",10.85907775,10.82410448,10.9151021,10.89473219,10.9020267,11.00601114,10.85907775,10.82410448,10.9151021,10.89473219,10.9020267,11.00601114
"OR4D2",4.765676858,4.369136551,4.470630731,4.36780692,4.388819467,4.505170972,4.765676858,4.369136551,4.470630731,4.36780692,4.388819467,4.505170972
"MSI2",9.968240846,10.17001379,9.82639367,10.07697393,9.98174717,10.06251345,9.968240846,10.17001379,9.82639367,10.07697393,9.98174717,10.06251345
"SLC38A10",10.798138,10.59474113,10.63697964,10.94254737,10.85288427,10.80147626,10.798138,10.59474113,10.63697964,10.94254737,10.85288427,10.80147626
"CANT1",10.87072934,10.91550806,10.79796632,10.75064191,10.82734783,10.68865596,10.87072934,10.91550806,10.79796632,10.75064191,10.82734783,10.68865596
"USH1G",8.068321778,8.232292704,7.835861816,8.119497522,7.787881527,8.133191622,8.068321778,8.232292704,7.835861816,8.119497522,7.787881527,8.133191622
"CD300LB",6.367198286,6.401165727,5.917898102,6.152785722,5.918127929,6.191226595,6.367198286,6.401165727,5.917898102,6.152785722,5.918127929,6.191226595
"KIF19",7.185368123,7.309110505,7.128106141,7.184248367,7.163353646,7.284907504,7.185368123,7.309110505,7.128106141,7.184248367,7.163353646,7.284907504
"ZPBP2",4.739027546,4.847321056,4.616858391,4.734578814,4.809522772,4.999409765,4.739027546,4.847321056,4.616858391,4.734578814,4.809522772,4.999409765
"CYB5D1",9.249154152,9.257987133,9.349923002,9.189529942,9.267073706,9.328571721,9.249154152,9.257987133,9.349923002,9.189529942,9.267073706,9.328571721
"KRBA2",6.197040298,6.830104769,6.730747659,6.202132484,6.76353609,5.986010147,6.197040298,6.830104769,6.730747659,6.202132484,6.76353609,5.986010147
"CHCT1",6.646592128,6.915168304,6.621775064,6.547388906,6.781756839,6.804628153,6.646592128,6.915168304,6.621775064,6.547388906,6.781756839,6.804628153
"SPATA32",6.054797805,6.056253746,6.085861055,6.031400115,6.040687528,5.890192001,6.054797805,6.056253746,6.085861055,6.031400115,6.040687528,5.890192001
"HEXIM2",8.6635434,8.863506138,8.703527421,8.605611686,8.4324915,8.660103249,8.6635434,8.863506138,8.703527421,8.605611686,8.4324915,8.660103249
"CCDC43",9.243532454,9.190935496,9.353999668,9.292384788,9.194520581,9.25880331,9.243532454,9.190935496,9.353999668,9.292384788,9.194520581,9.25880331
"CNTD1",6.105692138,6.000880304,6.090030729,6.306260249,5.843454775,6.113495383,6.105692138,6.000880304,6.090030729,6.306260249,5.843454775,6.113495383
"TMEM132E",7.485860458,7.606389087,7.171982968,7.501611162,7.340760805,7.579061106,7.485860458,7.606389087,7.171982968,7.501611162,7.340760805,7.579061106
"WFIKKN2",7.806107619,8.080992878,7.536759459,7.654628614,7.63153762,7.799444805,7.806107619,8.080992878,7.536759459,7.654628614,7.63153762,7.799444805
"B4GALNT2",7.175224066,7.33470834,6.666421123,7.027550482,6.80456475,7.094138032,7.175224066,7.33470834,6.666421123,7.027550482,6.80456475,7.094138032
"SPACA3",7.084472779,7.208487831,6.917976062,7.22579527,7.107127765,7.115262259,7.084472779,7.208487831,6.917976062,7.22579527,7.107127765,7.115262259
"RSKR",8.086364699,8.287598551,8.324775093,8.039575029,8.160979649,8.416542531,8.086364699,8.287598551,8.324775093,8.039575029,8.160979649,8.416542531
"SEZ6",6.830537803,6.908073994,6.659072552,6.696957691,6.667862684,6.778224903,6.830537803,6.908073994,6.659072552,6.696957691,6.667862684,6.778224903
"ANKRD13B",10.49731194,10.63123346,10.40969404,10.29863027,10.34438795,10.37266576,10.49731194,10.63123346,10.40969404,10.29863027,10.34438795,10.37266576
"SLC43A2",10.56711243,10.5594716,10.50719685,10.85666444,10.77732395,10.86875535,10.56711243,10.5594716,10.50719685,10.85666444,10.77732395,10.86875535
"ZFP3",6.438103374,6.034096573,6.807593904,6.253303727,6.411734998,6.314238538,6.438103374,6.034096573,6.807593904,6.253303727,6.411734998,6.314238538
"GGT6",7.609150613,7.751802601,7.456113171,7.543223322,7.48375732,7.770397905,7.609150613,7.751802601,7.456113171,7.543223322,7.48375732,7.770397905
"EFCAB13",6.061706377,6.301934651,6.623635237,6.23603637,6.461954076,6.600416276,6.061706377,6.301934651,6.623635237,6.23603637,6.461954076,6.600416276
"MRPL10",8.854576513,8.950016099,8.773372248,8.77693801,8.909077351,8.888558853,8.854576513,8.950016099,8.773372248,8.77693801,8.909077351,8.888558853
"WDR81",8.723318454,8.735748802,8.592715658,8.620818716,8.564834485,8.549532106,8.723318454,8.735748802,8.592715658,8.620818716,8.564834485,8.549532106
"TBC1D16",9.109504019,9.290886581,9.261871915,9.089088529,9.160388191,9.170030563,9.109504019,9.290886581,9.261871915,9.089088529,9.160388191,9.170030563
"GJD3",8.483042822,8.518028894,8.376931853,8.420813774,8.441454639,8.511894737,8.483042822,8.518028894,8.376931853,8.420813774,8.441454639,8.511894737
"KRT222",4.215478924,4.296739313,4.152500231,4.184698168,4.147352833,4.487290889,4.215478924,4.296739313,4.152500231,4.184698168,4.147352833,4.487290889
"KRT40",5.669378361,5.766616286,5.30500502,5.389960575,5.425656842,5.504585107,5.669378361,5.766616286,5.30500502,5.389960575,5.425656842,5.504585107
"MIEF2",9.225294774,9.485889589,9.054528649,9.227948574,9.327379441,9.202410793,9.225294774,9.485889589,9.054528649,9.227948574,9.327379441,9.202410793
"SLC5A10",7.678169307,7.820512873,7.43147942,7.740684721,7.592384553,7.723309099,7.678169307,7.820512873,7.43147942,7.740684721,7.592384553,7.723309099
"FAM210A",9.525446035,9.39450162,9.506973968,9.61006417,9.595956819,9.568221332,9.525446035,9.39450162,9.506973968,9.61006417,9.595956819,9.568221332
"LOXHD1",6.729644501,6.815374795,6.539448933,6.73155859,6.64361026,6.673963283,6.729644501,6.815374795,6.539448933,6.73155859,6.64361026,6.673963283
"INO80C",8.73377721,8.567387839,8.943055691,8.876770247,8.840065163,8.958003025,8.73377721,8.567387839,8.943055691,8.876770247,8.840065163,8.958003025
"TTC39C",7.106437527,6.937156234,7.338737579,7.209522759,7.084690891,7.166596952,7.106437527,6.937156234,7.338737579,7.209522759,7.084690891,7.166596952
"CNGB1",6.991305092,7.091009409,6.835206587,6.998689512,6.892876455,6.983877347,6.991305092,7.091009409,6.835206587,6.998689512,6.892876455,6.983877347
"CLDND2",7.40649436,7.271138568,7.102743617,7.201456981,7.172621078,7.222448754,7.40649436,7.271138568,7.102743617,7.201456981,7.172621078,7.222448754
"CNGA1",3.960902167,4.117213108,4.228797336,4.217072254,4.182083607,4.033854188,3.960902167,4.117213108,4.228797336,4.217072254,4.182083607,4.033854188
"CEACAM20",5.953513753,5.995480678,5.688542566,5.662004217,5.875449532,5.840070321,5.953513753,5.995480678,5.688542566,5.662004217,5.875449532,5.840070321
"RAVER1",9.664766888,9.670624936,9.605593276,9.560493844,9.598381986,9.664426546,9.664766888,9.670624936,9.605593276,9.560493844,9.598381986,9.664426546
"OR7D4",7.191021484,7.376101352,7.01610352,7.345037536,7.205586432,7.052448384,7.191021484,7.376101352,7.01610352,7.345037536,7.205586432,7.052448384
"OR7G1",5.234590288,4.778898026,5.26983717,5.025394653,5.113980519,5.22792889,5.234590288,4.778898026,5.26983717,5.025394653,5.113980519,5.22792889
"OR1M1",7.038318375,6.877722403,6.057441604,7.031498199,6.683578411,7.394226744,7.038318375,6.877722403,6.057441604,7.031498199,6.683578411,7.394226744
"COX6B2",7.205796848,7.196121811,6.920919281,7.116178189,7.127526108,7.211118599,7.205796848,7.196121811,6.920919281,7.116178189,7.127526108,7.211118599
"CALR3",5.272195079,5.398941764,5.281862471,5.371912278,5.355251022,5.387767449,5.272195079,5.398941764,5.281862471,5.371912278,5.355251022,5.387767449
"ACER1",7.188069918,7.183543353,6.901840411,7.003106978,7.007183894,6.803548106,7.188069918,7.183543353,6.901840411,7.003106978,7.007183894,6.803548106
"MICOS13",8.596701826,8.786538543,8.690994694,8.443642862,8.736763972,8.639425759,8.596701826,8.786538543,8.690994694,8.443642862,8.736763972,8.639425759
"CNGA2",5.883862826,5.908214342,5.615848834,6.01259403,5.71754529,6.001744067,5.883862826,5.908214342,5.615848834,6.01259403,5.71754529,6.001744067
"TRAPPC5",12.14113727,12.24478246,12.06019864,12.14056831,12.08624769,12.1175317,12.14113727,12.24478246,12.06019864,12.14056831,12.08624769,12.1175317
"PCP2",8.130774813,8.279223231,7.705719365,7.969153705,7.980077198,8.269283547,8.130774813,8.279223231,7.705719365,7.969153705,7.980077198,8.269283547
"OSCAR",6.623404742,6.939766816,6.456040386,6.786201618,6.610678767,6.455286067,6.623404742,6.939766816,6.456040386,6.786201618,6.610678767,6.455286067
"ZNF441",5.803583473,5.75816381,5.681452331,5.952164578,5.818922028,5.774345067,5.803583473,5.75816381,5.681452331,5.952164578,5.818922028,5.774345067
"ZNF491",6.11058668,6.19763676,6.158530227,5.880786857,5.852372118,6.184167242,6.11058668,6.19763676,6.158530227,5.880786857,5.852372118,6.184167242
"ZNF440",6.571787603,6.669624812,6.764250191,6.677937359,6.560662781,6.669567678,6.571787603,6.669624812,6.764250191,6.677937359,6.560662781,6.669567678
"SWSAP1",8.380696055,8.397263393,8.216214028,8.43162314,8.314332755,8.450163321,8.380696055,8.397263393,8.216214028,8.43162314,8.314332755,8.450163321
"CNGA3",6.920448535,6.937030492,6.649291595,6.925926151,6.718982576,6.975756882,6.920448535,6.937030492,6.649291595,6.925926151,6.718982576,6.975756882
"JOSD2",9.018644105,9.174962612,8.900323589,9.020104521,9.067887933,9.093342944,9.018644105,9.174962612,8.900323589,9.020104521,9.067887933,9.093342944
"CPT1C",9.818277545,10.15845865,9.998671476,9.553892611,9.718179116,9.814725001,9.818277545,10.15845865,9.998671476,9.553892611,9.718179116,9.814725001
"ALDH16A1",9.680054195,9.637728211,9.546884095,9.404647527,9.349208511,9.361800473,9.680054195,9.637728211,9.546884095,9.404647527,9.349208511,9.361800473
"NLRP13",5.199772073,5.33714246,5.199278813,5.312484667,5.115296905,5.532897107,5.199772073,5.33714246,5.199278813,5.312484667,5.115296905,5.532897107
"NLRP8",5.732593677,5.719874267,5.69742186,5.726947576,5.679787679,5.760203263,5.732593677,5.719874267,5.69742186,5.726947576,5.679787679,5.760203263
"NLRP5",6.417724859,6.425295631,6.298364998,6.370585796,6.218551526,6.530312857,6.417724859,6.425295631,6.298364998,6.370585796,6.218551526,6.530312857
"ZNF787",9.448241902,9.570290732,9.234343485,9.475309728,9.379534541,9.38248347,9.448241902,9.570290732,9.234343485,9.475309728,9.379534541,9.38248347
"WDR88",5.730928374,5.769986469,5.649154544,5.678094113,5.656565957,5.723997369,5.730928374,5.769986469,5.649154544,5.678094113,5.656565957,5.723997369
"TMIGD2",6.496453788,6.59560153,6.38460704,6.538116153,6.404223254,6.5939288,6.496453788,6.59560153,6.38460704,6.538116153,6.404223254,6.5939288
"EID2B",7.516297499,7.613143643,7.417464395,7.484563959,7.297147845,7.636093102,7.516297499,7.613143643,7.417464395,7.484563959,7.297147845,7.636093102
"ZNF57",8.379137785,8.338191518,8.434148662,8.3127802,8.268941967,8.378110517,8.379137785,8.338191518,8.434148662,8.3127802,8.268941967,8.378110517
"ZNF428",7.059797498,7.49065564,7.144929764,7.252408093,7.297659604,7.311867188,7.059797498,7.49065564,7.144929764,7.252408093,7.297659604,7.311867188
"PLK3",10.23390937,10.22481585,10.26067333,10.23236026,10.17017926,10.37754046,10.23390937,10.22481585,10.26067333,10.23236026,10.17017926,10.37754046
"MOB3A",10.96713334,10.95202464,10.90747905,10.87119969,10.79646786,10.97782344,10.96713334,10.95202464,10.90747905,10.87119969,10.79646786,10.97782344
"MFSD12",9.850224491,9.817603498,9.911642148,9.908674341,10.05632341,10.04056353,9.850224491,9.817603498,9.911642148,9.908674341,10.05632341,10.04056353
"GIPC3",8.459923881,8.56401799,8.308470468,8.451889663,8.736400272,8.471285745,8.459923881,8.56401799,8.308470468,8.451889663,8.736400272,8.471285745
"NDUFA11",9.374015906,9.294778354,9.20808238,9.33212262,9.448431093,9.413761775,9.374015906,9.294778354,9.20808238,9.33212262,9.448431093,9.413761775
"MISP",7.51605224,7.715047888,7.511724152,7.54346265,7.376235413,7.499750013,7.51605224,7.715047888,7.511724152,7.54346265,7.376235413,7.499750013
"LRRC25",8.154536626,8.295890364,7.81431386,8.035532544,7.894147089,8.068531325,8.154536626,8.295890364,7.81431386,8.035532544,7.894147089,8.068531325
"OR1I1",5.98274652,6.299460186,6.172990874,6.403090932,6.058788925,5.497118183,5.98274652,6.299460186,6.172990874,6.403090932,6.058788925,5.497118183
"ZNF792",8.528723436,9.060150235,9.03436423,8.809632405,9.139664196,9.133360255,8.528723436,9.060150235,9.03436423,8.809632405,9.139664196,9.133360255
"NR2C2AP",8.668604106,8.333786377,8.240809124,8.369985637,8.348662245,8.173234341,8.668604106,8.333786377,8.240809124,8.369985637,8.348662245,8.173234341
"HSPB6",8.404937056,8.57996559,8.494627047,8.2479639,8.30078841,8.374539384,8.404937056,8.57996559,8.494627047,8.2479639,8.30078841,8.374539384
"CNN1",6.859213221,6.701457816,6.592018014,6.751361739,6.665567634,6.738125471,6.859213221,6.701457816,6.592018014,6.751361739,6.665567634,6.738125471
"TEKTL1",7.891287665,8.050671775,7.66610178,7.942979747,7.757285586,8.007413136,7.891287665,8.050671775,7.66610178,7.942979747,7.757285586,8.007413136
"CYP4F22",6.843918913,6.89374334,6.778341985,6.853653483,6.545647649,6.827139678,6.843918913,6.89374334,6.778341985,6.853653483,6.545647649,6.827139678
"RINL",7.599607601,7.647739233,7.518094018,7.60060937,7.507807328,7.580410197,7.599607601,7.647739233,7.518094018,7.60060937,7.507807328,7.580410197
"FBXO27",8.542028904,8.581026098,8.402422031,8.290395329,8.278430186,8.275121064,8.542028904,8.581026098,8.402422031,8.290395329,8.278430186,8.275121064
"CNN2",10.9644598,11.21433052,11.1115481,11.04705381,11.05986059,11.07831687,10.9644598,11.21433052,11.1115481,11.04705381,11.05986059,11.07831687
"C19orf47",9.858455181,9.69807564,9.735587574,9.904227235,9.631832159,9.712148817,9.858455181,9.69807564,9.735587574,9.904227235,9.631832159,9.712148817
"OR10H4",5.896441424,6.297561085,5.800675051,5.904790894,5.777055969,6.175364667,5.896441424,6.297561085,5.800675051,5.904790894,5.777055969,6.175364667
"ANKLE1",7.773386446,7.768190364,7.608276694,7.629485596,7.499839458,7.522887634,7.773386446,7.768190364,7.608276694,7.629485596,7.499839458,7.522887634
"CNN3",11.41985489,11.55145217,11.42677576,11.41381809,11.35699229,11.31100687,11.41985489,11.55145217,11.42677576,11.41381809,11.35699229,11.31100687
"GABPB2",7.141804087,7.019815809,7.228483524,7.176566775,7.349846735,7.286044236,7.141804087,7.019815809,7.228483524,7.176566775,7.349846735,7.286044236
"TDRD10",7.780925916,7.875645084,7.969225429,7.751154683,8.054623395,7.861580368,7.780925916,7.875645084,7.969225429,7.751154683,8.054623395,7.861580368
"KDF1",7.664931313,7.612683125,7.45358165,7.73713892,7.37449858,7.869569853,7.664931313,7.612683125,7.45358165,7.73713892,7.37449858,7.869569853
"CNP",11.18844732,11.36058671,11.23654852,11.0225969,11.07448527,10.92807994,11.18844732,11.36058671,11.23654852,11.0225969,11.07448527,10.92807994
"CCSAP",7.965734697,7.844241317,7.824849882,7.943255316,7.81229896,7.853069272,7.965734697,7.844241317,7.824849882,7.943255316,7.81229896,7.853069272
"PUSL1",9.653525061,9.485499103,9.282789754,9.434388523,9.202432845,9.329884165,9.653525061,9.485499103,9.282789754,9.434388523,9.202432845,9.329884165
"B3GALT6",8.692380598,8.69200257,8.599974844,8.811516936,8.687399517,8.676812294,8.692380598,8.69200257,8.599974844,8.811516936,8.687399517,8.676812294
"CNR1",4.803298336,4.836395837,4.611326345,4.671718025,4.901744983,4.816212429,4.803298336,4.836395837,4.611326345,4.671718025,4.901744983,4.816212429
"KLHDC9",6.769250135,6.891433239,6.769272674,6.842063354,6.652301075,6.845693235,6.769250135,6.891433239,6.769272674,6.842063354,6.652301075,6.845693235
"AXDND1",4.497241919,4.52703711,4.511317772,4.425983543,4.264834878,4.472052852,4.497241919,4.52703711,4.511317772,4.425983543,4.264834878,4.472052852
"MAB21L3",5.659442324,5.688501685,5.462453179,5.718205501,5.456637463,5.711242347,5.659442324,5.688501685,5.462453179,5.718205501,5.456637463,5.711242347
"CNR2",6.784259131,6.847018013,6.948528541,7.002281096,6.490680382,7.065279726,6.784259131,6.847018013,6.948528541,7.002281096,6.490680382,7.065279726
"SLC44A3",6.273144926,6.335778058,6.245422638,6.124850093,6.193826782,6.217657916,6.273144926,6.335778058,6.245422638,6.124850093,6.193826782,6.217657916
"ADH4",4.728983109,4.546781189,4.528077877,4.756791545,4.529016579,4.850790312,4.728983109,4.546781189,4.528077877,4.756791545,4.529016579,4.850790312
"ATXN7L2",7.764570129,7.893562639,7.764520113,7.766581012,7.717669998,7.773160915,7.764570129,7.893562639,7.764520113,7.766581012,7.717669998,7.773160915
"LYPLAL1",6.230198991,6.419652706,6.8276579,6.623673776,7.478178783,7.068433099,6.230198991,6.419652706,6.8276579,6.623673776,7.478178783,7.068433099
"OR2M5",4.845733044,5.220006245,5.166167214,5.413365923,5.570172376,5.225705488,4.845733044,5.220006245,5.166167214,5.413365923,5.570172376,5.225705488
"OR2M3",3.881794934,4.188983989,3.657568392,4.19856059,3.708724466,4.14459067,3.881794934,4.188983989,3.657568392,4.19856059,3.708724466,4.14459067
"OR2T12",7.639441118,7.588598966,7.528655494,7.373570498,7.008487563,7.616749069,7.639441118,7.588598966,7.528655494,7.373570498,7.008487563,7.616749069
"CNTFR",7.787860073,7.80952485,7.504335674,7.679060242,7.656095807,7.644324637,7.787860073,7.80952485,7.504335674,7.679060242,7.656095807,7.644324637
"ATP6V1G3",4.799163233,4.871053851,4.714544569,5.082066945,4.887729979,4.712975757,4.799163233,4.871053851,4.714544569,5.082066945,4.887729979,4.712975757
"CNTN1",4.352595575,4.38809934,4.256619396,4.333399103,4.216983022,4.371131502,4.352595575,4.38809934,4.256619396,4.333399103,4.216983022,4.371131502
"ASB17",4.381381478,4.187103341,4.117651366,3.848073133,4.127167793,4.260283864,4.381381478,4.187103341,4.117651366,3.848073133,4.127167793,4.260283864
"TYW3",10.30038053,10.21316496,10.71370083,10.54731456,9.989482765,10.58539803,10.30038053,10.21316496,10.71370083,10.54731456,9.989482765,10.58539803
"ERICH3",4.695544617,4.941987207,4.330368114,4.731536058,4.402565666,4.894263463,4.695544617,4.941987207,4.330368114,4.731536058,4.402565666,4.894263463
"LRRIQ3",4.819030835,4.564184216,4.913670989,4.506117188,4.339640632,5.21998379,4.819030835,4.564184216,4.913670989,4.506117188,4.339640632,5.21998379
"TPRG1L",11.12236033,11.17113832,11.17920933,11.35988893,11.35346641,11.18651991,11.12236033,11.17113832,11.17920933,11.35988893,11.35346641,11.18651991
"PRXL2B",10.05791352,9.89465038,9.677236206,10.02194898,9.918253373,9.761914881,10.05791352,9.89465038,9.677236206,10.02194898,9.918253373,9.761914881
"MYOM3",7.14160156,7.233799282,6.867908823,7.187635255,7.044594987,7.144293146,7.14160156,7.233799282,6.867908823,7.187635255,7.044594987,7.144293146
"DMBX1",7.6649874,7.471465891,7.372812417,7.558275881,7.190056738,7.559862505,7.6649874,7.471465891,7.372812417,7.558275881,7.190056738,7.559862505
"OR10J5",4.547836846,4.905346933,4.706639566,4.639068495,4.887590994,4.67464046,4.547836846,4.905346933,4.706639566,4.639068495,4.887590994,4.67464046
"TCEANC2",8.486139218,8.487558504,8.567825681,8.468210609,8.436429718,8.458674289,8.486139218,8.487558504,8.567825681,8.468210609,8.436429718,8.458674289
"PODN",7.868905468,8.081763692,7.865307702,7.83491072,7.748744027,7.809964177,7.868905468,8.081763692,7.865307702,7.83491072,7.748744027,7.809964177
"LRRC39",4.949220888,5.237714036,5.342139876,4.810001226,4.787644856,5.23141615,4.949220888,5.237714036,5.342139876,4.810001226,4.787644856,5.23141615
"GJB4",6.659207959,6.57523282,6.569921147,6.358533056,6.203720264,6.485878412,6.659207959,6.57523282,6.569921147,6.358533056,6.203720264,6.485878412
"HMGB4",6.099675305,6.146853959,6.28126038,6.284878833,5.915448571,6.243037584,6.099675305,6.146853959,6.28126038,6.284878833,5.915448571,6.243037584
"RNF19B",10.10241519,10.06286739,10.12835712,10.16804809,10.25915705,10.18860336,10.10241519,10.06286739,10.12835712,10.16804809,10.25915705,10.18860336
"DCST2",7.515750825,7.641448732,7.250156282,7.48513451,7.274334352,7.446500023,7.515750825,7.641448732,7.250156282,7.48513451,7.274334352,7.446500023
"OR2B11",7.343941753,7.607548444,7.140997465,7.449847961,7.167845626,7.607999506,7.343941753,7.607548444,7.140997465,7.449847961,7.167845626,7.607999506
"TEDDM1",5.678092761,5.765543237,4.864899703,5.87912425,5.603050049,5.624169539,5.678092761,5.765543237,4.864899703,5.87912425,5.603050049,5.624169539
"OSCP1",7.546458191,7.870489885,7.702573751,7.660253168,7.779364669,7.780980723,7.546458191,7.870489885,7.702573751,7.660253168,7.779364669,7.780980723
"C1orf216",7.892890772,7.928812311,7.667328058,7.769808249,7.668625871,7.762219611,7.892890772,7.928812311,7.667328058,7.769808249,7.668625871,7.762219611
"KLHDC7A",7.403466315,7.506964791,7.285522175,7.405552395,7.199970642,7.307910855,7.403466315,7.506964791,7.285522175,7.405552395,7.199970642,7.307910855
"VWA5B1",7.579861547,7.572840932,7.303863704,7.615345339,7.336145185,7.524026093,7.579861547,7.572840932,7.303863704,7.615345339,7.336145185,7.524026093
