"Feature","GSM926651_Boeckel_K2.CEL","GSM926652_Boeckel_K3.CEL","GSM926653_Boeckel_K4.CEL","GSM926654_Boeckel_S2.CEL","GSM926655_Boeckel_S3.CEL","GSM926656_Boeckel_S4.CEL","GSM926657_Boeckel_K2.CEL","GSM926658_Boeckel_K3.CEL","GSM926659_Boeckel_K4.CEL","GSM926660_Boeckel_S2.CEL","GSM926661_Boeckel_S3.CEL","GSM926662_Boeckel_S4.CEL"
"ARRB1",12.52325221,12.68214785,12.45833645,12.61039712,12.73566215,12.68909062,12.52325221,12.68214785,12.45833645,12.61039712,12.73566215,12.68909062
"MAB21L1",4.967970047,5.22238098,5.137018025,5.274983618,5.020272404,5.246978694,4.967970047,5.22238098,5.137018025,5.274983618,5.020272404,5.246978694
"SPINK14",3.238281303,3.415474884,3.274039545,3.25473838,3.523870577,3.844639853,3.238281303,3.415474884,3.274039545,3.25473838,3.523870577,3.844639853
"MARCKS",11.91149184,11.80978636,11.90253345,11.97927307,12.09389298,11.97790802,11.91149184,11.80978636,11.90253345,11.97927307,12.09389298,11.97790802
"FNDC9",7.285617956,7.318233432,6.666438207,7.735332135,7.184212227,7.400777077,7.285617956,7.318233432,6.666438207,7.735332135,7.184212227,7.400777077
"MXD1",9.670879261,9.280246143,9.744227661,9.75723285,9.856129487,9.989355025,9.670879261,9.280246143,9.744227661,9.75723285,9.856129487,9.989355025
"MAD2L1",9.077423884,8.63088855,8.836880909,8.830525746,8.693591081,8.459728529,9.077423884,8.63088855,8.836880909,8.830525746,8.693591081,8.459728529
"SMAD1",10.57601587,10.80058311,10.71836783,10.74389387,10.83778492,10.79306161,10.57601587,10.80058311,10.71836783,10.74389387,10.83778492,10.79306161
"SMAD2",9.85412259,10.2736331,10.42452046,10.46182873,10.53437136,10.57269654,9.85412259,10.2736331,10.42452046,10.46182873,10.53437136,10.57269654
"SMAD3",11.38924102,11.32564774,11.35216656,11.23850394,11.36442491,11.2909962,11.38924102,11.32564774,11.35216656,11.23850394,11.36442491,11.2909962
"SMAD4",10.91848411,10.9824344,10.96892193,10.93720251,10.98085803,10.91818194,10.91848411,10.9824344,10.96892193,10.93720251,10.98085803,10.91818194
"ARRB2",9.944381711,9.619627776,9.760578687,9.971237117,9.938430426,9.709951064,9.944381711,9.619627776,9.760578687,9.971237117,9.938430426,9.709951064
"SMAD5",10.2459212,10.16559785,10.48007246,10.25497355,10.30336942,10.36981113,10.2459212,10.16559785,10.48007246,10.25497355,10.30336942,10.36981113
"SMAD6",8.98768575,9.003037727,9.04286339,8.987197043,8.963300807,8.939264164,8.98768575,9.003037727,9.04286339,8.987197043,8.963300807,8.939264164
"SMAD9",9.489479859,9.634960552,9.519026965,9.230284501,9.269694398,9.213989527,9.489479859,9.634960552,9.519026965,9.230284501,9.269694398,9.213989527
"MAF",7.2337673,7.374559462,7.138132294,7.206740773,7.224144311,7.27812174,7.2337673,7.374559462,7.138132294,7.206740773,7.224144311,7.27812174
"MAFG",9.285447432,9.278729768,9.255418883,9.379618447,9.424602481,9.280664079,9.285447432,9.278729768,9.255418883,9.379618447,9.424602481,9.280664079
"MAG",7.363997636,7.557893966,7.343949662,7.397554182,7.242625371,7.360885412,7.363997636,7.557893966,7.343949662,7.397554182,7.242625371,7.360885412
"ASIC1",7.533496089,7.579021777,7.206634896,7.438835419,7.34384599,7.382262889,7.533496089,7.579021777,7.206634896,7.438835419,7.34384599,7.382262889
"ARSA",9.146230238,9.304703223,9.239784181,9.059486609,9.152553955,9.031333376,9.146230238,9.304703223,9.239784181,9.059486609,9.152553955,9.031333376
"MAGEA1",4.601846445,4.87240308,4.834503248,4.729098127,4.601496102,4.756228291,4.601846445,4.87240308,4.834503248,4.729098127,4.601496102,4.756228291
"MAGEA4",5.491265342,5.589772802,5.243679013,5.458640234,5.492470216,5.824759943,5.491265342,5.589772802,5.243679013,5.458640234,5.492470216,5.824759943
"MAGEA8",6.358395337,7.337933638,6.137944525,6.678872316,6.585387274,6.820533273,6.358395337,7.337933638,6.137944525,6.678872316,6.585387274,6.820533273
"ARSB",10.17427746,10.12090752,10.0788996,9.735731784,9.618504798,9.529633127,10.17427746,10.12090752,10.0788996,9.735731784,9.618504798,9.529633127
"MAGEA11",6.258313498,6.548411228,6.396067122,6.412847364,6.696366537,6.458876115,6.258313498,6.548411228,6.396067122,6.412847364,6.696366537,6.458876115
"MAGEB2",5.555292777,5.537460699,5.577787519,5.3676243,5.477307756,5.452053472,5.555292777,5.537460699,5.577787519,5.3676243,5.477307756,5.452053472
"MAGEB3",5.750148544,6.320962846,6.013358352,6.110385538,5.626997571,5.6985339,5.750148544,6.320962846,6.013358352,6.110385538,5.626997571,5.6985339
"MAGOH",7.86470875,7.892007973,8.082238231,8.061001424,7.955447126,7.857831886,7.86470875,7.892007973,8.082238231,8.061001424,7.955447126,7.857831886
"MAK",4.750436773,4.811207164,4.760286849,4.754508417,4.628170027,4.791715751,4.750436773,4.811207164,4.760286849,4.754508417,4.628170027,4.791715751
"MAL",7.671632675,7.730022022,7.210746699,7.730771134,7.35963938,7.678484967,7.671632675,7.730022022,7.210746699,7.730771134,7.35963938,7.678484967
"STS",10.05760082,9.785957547,9.785775759,10.06961066,9.959227506,9.991671749,10.05760082,9.785957547,9.785775759,10.06961066,9.959227506,9.991671749
"MAN1A1",9.744380205,10.10902342,9.963185243,9.798979677,10.05903121,9.771406351,9.744380205,10.10902342,9.963185243,9.798979677,10.05903121,9.771406351
"MAN2A2",10.13798483,10.1466217,10.25425534,9.949711684,9.901052473,10.09120986,10.13798483,10.1466217,10.25425534,9.949711684,9.901052473,10.09120986
"MAN2C1",9.588858436,9.814223644,9.879484141,9.576202757,9.647561408,9.758190302,9.588858436,9.814223644,9.879484141,9.576202757,9.647561408,9.758190302
"MAN2A1",10.76523397,10.59679603,10.72245838,10.85524583,10.74723677,10.74663566,10.76523397,10.59679603,10.72245838,10.85524583,10.74723677,10.74663566
"MAN2B1",10.50034549,10.73824506,10.48100945,10.45502872,10.51698475,10.37741873,10.50034549,10.73824506,10.48100945,10.45502872,10.51698475,10.37741873
"MANBA",7.968843178,7.929534473,8.018409719,8.005849567,7.937258522,7.871554151,7.968843178,7.929534473,8.018409719,8.005849567,7.937258522,7.871554151
"MAOA",8.486719564,8.723013637,8.466591511,8.651156759,8.79627331,8.590483312,8.486719564,8.723013637,8.466591511,8.651156759,8.79627331,8.590483312
"MAOB",6.170762488,6.358176413,6.021329525,6.103072558,6.159022361,6.184603711,6.170762488,6.358176413,6.021329525,6.103072558,6.159022361,6.184603711
"MAP1B",12.9017201,12.67752753,12.79774019,12.67703711,12.61952123,12.67955612,12.9017201,12.67752753,12.79774019,12.67703711,12.61952123,12.67955612
"MAP4",10.90878449,10.81054139,10.98162828,10.78830855,10.80591054,10.76251301,10.90878449,10.81054139,10.98162828,10.78830855,10.80591054,10.76251301
"MARK1",7.628155986,7.561819118,7.725600474,7.558448621,7.354588282,7.560387934,7.628155986,7.561819118,7.725600474,7.558448621,7.354588282,7.560387934
"ARSD",9.805762452,10.06853465,9.970874384,9.95884267,10.03934572,9.939511637,9.805762452,10.06853465,9.970874384,9.95884267,10.03934572,9.939511637
"MARS1",11.09680451,11.02373763,11.06789295,11.04273654,10.97407616,11.00589648,11.09680451,11.02373763,11.06789295,11.04273654,10.97407616,11.00589648
"C10orf62",7.029366449,7.013413295,6.780076415,6.805606525,6.942964115,7.121469391,7.029366449,7.013413295,6.780076415,6.805606525,6.942964115,7.121469391
"MAS1",4.535711473,4.969745723,4.793579572,4.662721253,4.751009987,4.944391608,4.535711473,4.969745723,4.793579572,4.662721253,4.751009987,4.944391608
"C10orf55",4.97231531,4.797735071,5.508925623,4.82389387,4.646638894,4.740390688,4.97231531,4.797735071,5.508925623,4.82389387,4.646638894,4.740390688
"MAT1A",6.751669521,6.787001418,6.668142785,6.723237623,6.678003708,6.784575955,6.751669521,6.787001418,6.668142785,6.723237623,6.678003708,6.784575955
"DDI1",5.065345122,5.107926364,4.928311459,5.10539371,4.900666383,4.797250165,5.065345122,5.107926364,4.928311459,5.10539371,4.900666383,4.797250165
"IDNK",7.694528891,8.101500402,7.853244902,7.477335769,7.546537556,7.312033816,7.694528891,8.101500402,7.853244902,7.477335769,7.546537556,7.312033816
"LCN10",6.994437882,7.160525819,6.583657334,6.900320493,7.130874321,6.928194074,6.994437882,7.160525819,6.583657334,6.900320493,7.130874321,6.928194074
"MAT2A",13.03148892,12.81012008,13.01393092,12.91640521,12.88830268,12.93325415,13.03148892,12.81012008,13.01393092,12.91640521,12.88830268,12.93325415
"MATK",7.659882634,7.927008309,7.511264505,7.794781724,7.746850446,7.750487291,7.659882634,7.927008309,7.511264505,7.794781724,7.746850446,7.750487291
"MATN1",6.780756318,6.764633569,6.573143549,6.833890591,6.576566788,6.898976452,6.780756318,6.764633569,6.573143549,6.833890591,6.576566788,6.898976452
"MATN2",7.262732471,7.61149102,7.244247963,7.217993736,7.150718952,7.082314697,7.262732471,7.61149102,7.244247963,7.217993736,7.150718952,7.082314697
"MATN3",4.14349,4.509338445,4.263582688,4.639657862,4.337642107,3.895831515,4.14349,4.509338445,4.263582688,4.639657862,4.337642107,3.895831515
"BLID",7.081567217,7.108732853,7.532122108,7.012431758,7.176883853,7.508630132,7.081567217,7.108732853,7.532122108,7.012431758,7.176883853,7.508630132
"MAX",8.978758993,9.176706111,9.204637176,8.934635815,9.053734864,9.022321975,8.978758993,9.176706111,9.204637176,8.934635815,9.053734864,9.022321975
"LINC00593",6.960877986,7.061145653,6.709569826,6.907760393,7.130480876,7.079584307,6.960877986,7.061145653,6.709569826,6.907760393,7.130480876,7.079584307
"MGC34796",7.397189832,7.285404929,7.045207302,7.461155239,7.406592983,7.607878469,7.397189832,7.285404929,7.045207302,7.461155239,7.406592983,7.607878469
"ARSL",8.834560078,8.986910814,8.937636032,8.516579258,8.689481249,8.745711832,8.834560078,8.986910814,8.937636032,8.516579258,8.689481249,8.745711832
"MAZ",10.81599101,10.71897945,10.69254794,10.92419663,10.92868694,10.85271633,10.81599101,10.71897945,10.69254794,10.92419663,10.92868694,10.85271633
"STX19",5.593213347,5.926124408,5.826942109,5.858420403,6.0420582,6.214125199,5.593213347,5.926124408,5.826942109,5.858420403,6.0420582,6.214125199
"MBD1",9.292071962,9.348779222,9.422283163,9.307929608,9.254916685,9.399783221,9.292071962,9.348779222,9.422283163,9.307929608,9.254916685,9.399783221
"MBL2",4.989072691,5.196464689,5.378284192,5.013520802,5.251159758,4.987004205,4.989072691,5.196464689,5.378284192,5.013520802,5.251159758,4.987004205
"MBNL1",12.7206553,12.71050909,12.84845634,12.57845855,12.56208589,12.64691576,12.7206553,12.71050909,12.84845634,12.57845855,12.56208589,12.64691576
"MBP",7.741636181,7.75334506,7.378176544,7.524382109,7.704232651,7.552391341,7.741636181,7.75334506,7.378176544,7.524382109,7.704232651,7.552391341
"MC2R",4.660053395,4.712622844,4.636922044,4.463462641,4.226104835,4.144489888,4.660053395,4.712622844,4.636922044,4.463462641,4.226104835,4.144489888
"MC3R",6.623987352,6.367902914,6.365303446,6.768422981,6.766930106,6.870723097,6.623987352,6.367902914,6.365303446,6.768422981,6.766930106,6.870723097
"ARSF",5.73071984,5.711994594,5.797984106,5.44441558,5.494632087,5.696947906,5.73071984,5.711994594,5.797984106,5.44441558,5.494632087,5.696947906
"MC4R",5.117124156,4.724666673,3.96807464,4.414063996,4.942194986,4.789295313,5.117124156,4.724666673,3.96807464,4.414063996,4.942194986,4.789295313
"MC5R",5.730991974,5.442791569,5.868372328,5.262682536,5.669478099,5.495655534,5.730991974,5.442791569,5.868372328,5.262682536,5.669478099,5.495655534
"MCAM",13.24069124,13.17971712,13.14870295,13.29016803,13.33950006,13.27629705,13.24069124,13.17971712,13.14870295,13.29016803,13.33950006,13.27629705
"MCC",9.486655849,9.72129652,9.602142525,9.428667839,9.607792602,9.49438312,9.486655849,9.72129652,9.602142525,9.428667839,9.607792602,9.49438312
"CHST6",7.347996396,7.443875601,7.155643377,7.22947143,7.220712148,7.241122057,7.347996396,7.443875601,7.155643377,7.22947143,7.220712148,7.241122057
"MCF2",3.993689397,3.972475357,3.969537878,3.920580179,3.962531424,4.116659275,3.993689397,3.972475357,3.969537878,3.920580179,3.962531424,4.116659275
"ART1",6.718587993,7.238049782,6.235368995,6.701465187,6.712563259,6.852820453,6.718587993,7.238049782,6.235368995,6.701465187,6.712563259,6.852820453
"MCM2",9.864001039,9.314422701,9.452548032,9.605759956,9.049871466,9.277277057,9.864001039,9.314422701,9.452548032,9.605759956,9.049871466,9.277277057
"MCM3",10.70388985,10.02545769,10.46479815,10.5925037,10.15030054,10.2432992,10.70388985,10.02545769,10.46479815,10.5925037,10.15030054,10.2432992
"MCM4",10.81031941,9.915879279,10.32431225,10.58173721,10.01325353,10.10080755,10.81031941,9.915879279,10.32431225,10.58173721,10.01325353,10.10080755
"MCM5",10.31752492,9.741622468,9.942999482,10.15237137,9.633102869,9.885951255,10.31752492,9.741622468,9.942999482,10.15237137,9.633102869,9.885951255
"MCM6",9.402416269,8.789647939,9.128447351,9.180989047,8.8148333,8.662433892,9.402416269,8.789647939,9.128447351,9.180989047,8.8148333,8.662433892
"SMCP",5.714376257,5.950677924,5.619138496,5.955548531,5.752362194,5.519240643,5.714376257,5.950677924,5.619138496,5.955548531,5.752362194,5.519240643
"ADAM11",7.979244363,8.022526701,7.781087685,7.770458405,7.801730689,7.84909283,7.979244363,8.022526701,7.781087685,7.770458405,7.801730689,7.84909283
"MDFI",9.419636001,9.56656569,9.417670584,9.281303433,9.126711126,8.989607278,9.419636001,9.56656569,9.417670584,9.281303433,9.126711126,8.989607278
"DNAJB9",8.457439192,8.658497335,8.848418373,8.761077687,8.943043407,9.056756028,8.457439192,8.658497335,8.848418373,8.761077687,8.943043407,9.056756028
"ART3",6.215127731,5.916870931,5.667820577,6.007038485,6.037231511,5.615238476,6.215127731,5.916870931,5.667820577,6.007038485,6.037231511,5.615238476
"MDH1",9.728504264,9.752474134,9.892808238,9.890356924,9.76491736,9.80172382,9.728504264,9.752474134,9.892808238,9.890356924,9.76491736,9.80172382
"MDH2",13.07217487,12.95680093,13.15400558,13.02490274,12.9534884,13.14403746,13.07217487,12.95680093,13.15400558,13.02490274,12.9534884,13.14403746
"MDK",11.78736072,12.17939325,11.89568373,11.48820665,11.75352542,11.19515479,11.78736072,12.17939325,11.89568373,11.48820665,11.75352542,11.19515479
"MDM2",11.5503652,11.56255204,11.57223058,11.58155453,11.54127918,11.71362806,11.5503652,11.56255204,11.57223058,11.58155453,11.54127918,11.71362806
"MDM4",7.879714786,7.859275895,8.25541033,7.60282394,7.872709282,7.90050484,7.879714786,7.859275895,8.25541033,7.60282394,7.872709282,7.90050484
"ME1",8.403313041,8.545715047,8.696392784,8.360791602,8.506067782,8.209475014,8.403313041,8.545715047,8.696392784,8.360791602,8.506067782,8.209475014
