"Feature","X_9444360021_A","X_9444360021_B","X_9444360021_C","X_9444360021_D","X_9444360021_E","X_9444360021_F","X_9444360021_G","X_9444360021_H","X_9444360021_I","X_9444360021_J","X_9444360021_K","X_9444360021_L","X_9444360049_A","X_9444360049_B","X_9444360049_C","X_9444360049_D","X_9444360049_E","X_9444360049_F","X_9444360049_G","X_9444360049_H","X_9444360049_I","X_9444360049_J","X_9444360049_K","X_9444360049_L"
"ATP6AP2",11.642807491544,11.4464047406809,11.4750387260091,11.1543617686162,11.1163627582427,11.132823528375,11.2273926782691,11.2287158495869,11.2420227159096,11.0262552520566,11.1716483959878,11.0342084402958,11.1393633345404,11.1669004127748,11.2180584920725,11.0244180976923,11.0052296191991,11.0557878267948,11.2954985757973,11.2825863858184,11.2753338622093,11.0525707166432,11.062605377144,11.1832294292706
"ATP6V0A1",9.21130978219012,9.24783795466722,9.34019265741099,8.56080954457824,8.55828424943743,8.44851112408677,9.14778729174471,9.15105821979485,9.11909179907408,8.24392651896255,8.42446274137607,8.38792652091213,9.27964870755662,9.3873930765644,9.2577506508334,8.63614034751361,8.49412125190324,8.49334581283751,9.03010316518873,9.20153117192526,9.3015242211859,8.38317221758134,8.46802902394704,8.4969692872923
"ATP6V0A2",7.2638928617278,7.41263836154954,7.51110830192807,7.45809698486898,7.79682219369637,7.54933359707866,7.00459230429844,7.21172373946681,7.02495226490601,7.57126098004153,7.55431518513127,7.59935319184731,7.05369703833163,7.2067678263094,6.92134220118546,7.5886191380324,7.48082189982338,7.36744904151254,7.09605368837434,6.94792627314191,7.17434074599416,7.3707942590803,7.17942985098275,7.53342519314801
"ATP6V0A4",4.28628646752835,4.36012327408255,4.41889453130046,4.28776130409119,4.98215839364072,4.41044159063775,4.36961657122809,4.19820785668786,4.37910090072403,4.35772322994241,4.45018756643289,4.29044428616316,4.34631400883393,4.30401106982385,4.44007840391196,4.31166626525843,4.24876889190272,4.35972095960967,4.30545409549406,4.90075087747502,4.28969501473288,4.29684864103254,4.98417327690516,4.37633238045814
"ATP6V0B",10.3017388241149,10.0631587809899,10.4440310748971,10.1675851016986,10.2773355567089,10.1432925481165,10.0219223465297,9.89253612519562,10.1006976063417,9.94430907212369,9.97151925703376,9.97009954941055,10.2057776839703,10.2959934028735,10.1234798742078,10.1523373574417,10.1216195387319,10.0974557561248,10.0540895379763,10.0587186499123,10.0012553658645,10.1659953546017,10.0461346288793,10.041111204141
"ATP6V0C",4.54551335313366,4.43779005116983,4.5853551918718,4.48690156487076,4.51814156168857,4.63017398665067,4.59614339890769,4.35972095960967,5.03475249318206,4.25481149488386,4.30821560309335,4.25751904376251,4.45339498752159,4.81122768039035,4.3627436760899,4.67387084403316,4.5195031336707,4.53375305129753,4.54919248418554,4.48690156487076,4.4594730806653,4.66512512334238,4.77860186761625,4.85605307488412
"ATP6V0D1",9.43771689684177,8.96668498987557,9.23789650133991,8.83360751776983,8.98568117740006,8.94456495311955,9.09264640173344,9.1874442693662,8.97973411318338,8.83649674729375,8.70905425086016,8.66860347685412,8.85041400834329,9.10287179262436,9.01999538074573,8.84220551587314,8.79507832967088,8.78956002546759,9.0183965818697,8.92373529921867,9.05314462806733,8.81351990543781,8.77166748368795,8.61824694587009
"ATP6V0D2",4.49200632225605,4.39032873002679,4.99660327507856,4.42742592943887,4.45602326125343,4.38966237624242,4.74659898398027,4.57502412776739,4.60843377960185,4.48987732784863,4.49687813044489,4.53482360473855,4.57683045919737,4.41554255416684,4.40035480132513,4.81463622531197,4.47229669720573,4.67155105221042,4.52310776819882,4.9179093034629,5.41758005787295,4.59432329318598,4.85435569711612,4.60285046212224
"ATP6V0E1",11.2420227159096,11.2528549756038,11.2555817279241,11.0052296191991,10.9206349087954,10.9181798009186,11.1970654877791,11.2566778664483,11.2528549756038,10.98428773073,10.7627590044343,11.0664786956601,10.8339835574862,10.8092454152208,10.9142790501314,10.7727026977715,10.9166133024461,10.8801317559794,11.1259782700193,10.8934530423714,11.0258574484768,10.7824213360881,10.8819963851028,10.6781267255177
"ATP6V0E2",9.09131352507327,9.32407684163626,9.24054233593983,9.46035300586436,9.41157667702774,9.55363682849072,10.0303621861069,10.1904725861904,9.99814343732788,9.89797740682035,9.8131728731501,9.67150378219748,9.89421741176448,9.566747319569,9.85560137189812,9.76185551499531,9.73917543642522,9.68456558364052,9.67423966517466,9.9885245871667,9.90348611669669,9.99301468056331,10.0789232298704,10.0367284965585
"ATP6V1A",10.9515638213595,11.2077844417953,11.0275833519371,10.4223624137557,10.4075883951409,10.5402166175038,10.8438031176125,10.9422241225762,10.8934530423714,10.4653450774318,10.5477177229647,10.4902740424449,10.6921502990033,10.661198906983,10.7649923006544,10.4585088985388,10.5477177229647,10.4132926976954,10.5640777899808,10.6651172974734,10.6293488098056,10.4867132919449,10.5751174613826,10.6044603433105
"ATP6V1B1",4.38767724447062,4.69264287382205,4.31408756455854,4.40483767953617,4.31584770060814,4.89163272865662,4.35972095960967,4.48226614577381,4.96136129171092,4.42496474657982,4.61486338012677,4.82049310852874,4.69755786000205,4.54786125376945,4.51249966760615,4.38363015783833,4.5552574735408,4.41974815618416,4.42903564427644,4.47229669720573,4.47229669720573,4.41080786192549,4.21858557537726,4.38526692235614
"ATP6V1B2",10.3255722200509,10.2383198528207,10.1646238367375,10.1774971002032,10.1611630777511,10.1319370113809,10.0789232298704,10.2420449083929,10.0138108291284,10.0778112358862,10.1922514131788,10.1531875222694,10.2744361139473,10.3582021977036,10.3066358324892,10.3268973037515,10.2337491916943,10.2483572421754,10.2176141535408,10.1766092061766,10.2562821285699,10.0704840438268,9.96516464600986,10.0856602360222
"ATP6V1C1",6.99215669744719,7.21154124146513,6.70568663541853,6.71710185474567,6.58195010802668,6.80305165940937,7.10157925582985,7.00335121346041,7.10745432012284,6.86645170483331,6.82046842699724,6.87467105777744,6.90919015835367,7.45230789685956,6.99088122781102,6.81847257029987,6.65248302590882,6.57868352421503,6.91781670243142,6.79105117822029,7.10424674828781,6.77266878094511,6.5407055142034,6.55317756558671
"ATP6V1C2",4.31408756455854,4.42803820988619,4.20865726812958,4.24155068356383,4.23805750110795,4.24558700703952,4.27843811611358,4.27956970661906,4.27083654956946,4.17826380875374,4.1906366543975,4.18894316675765,4.28577386938355,4.22348653979662,4.2129220697207,4.23697514122174,4.26268801393583,4.18277684033949,4.20842879881418,4.22348653979662,4.41233983186758,4.26091526810118,4.24552711064594,4.21432604567019
"ATP6V1D",10.2449234297384,10.3024244547179,10.1495245489797,10.7079160769358,10.7670979719312,10.6770587025607,10.2118829317947,10.2467427850205,10.2511023657842,10.5600459464221,10.6082931067431,10.6275032654269,10.1995084679096,10.2393148048638,10.2242576913755,10.7355522935775,10.7339331088039,10.7813014510524,10.4567006800239,10.4044760933672,10.3549148352268,10.6044603433105,10.7068770816315,10.7974147807525
"ATP6V1E1",12.0678473872932,12.0060132706584,12.1380676892234,11.808015506117,11.7525321249685,11.7047717365054,11.8899838660587,11.8983257418701,12.0203375112875,11.7786639983888,11.7680049796756,11.4619013268823,11.6489416240782,11.4632602763594,11.6796229360033,11.8062692417885,11.7389928568133,11.7101982638453,11.559412826713,11.7173246696296,11.5476375191246,11.8062692417885,11.8474112895825,11.8062692417885
"ATP6V1E2",4.61147068094231,4.61326545124519,4.40092700227387,4.52567977161807,4.56322606858679,4.56678159466869,4.59982106290813,4.55147020287046,4.45187211541614,4.43464263010919,4.31391645479328,4.82049310852874,4.73970405994632,4.83203552084307,4.61728793270098,4.67809749135709,4.60015555034269,4.27879447001702,4.4024180478334,4.72001240503828,4.28969501473288,4.56921673584414,4.66574463351617,4.46835253601931
"ATP6V1F",11.7515814404055,11.7662251092938,11.7827558663347,11.6695475109718,11.6285118822773,11.5118369360386,11.8207888368598,11.6944956309316,11.8307379154805,11.5280001283333,11.5815790630449,11.2777739853147,11.5632577379026,11.4750387260091,11.5704940453664,11.5632577379026,11.4968411765171,11.5306114561141,11.5721454565316,11.5413849277515,11.4866149601594,11.5795947490632,11.5868416287433,11.6646619801006
"ATP6V1G1",11.4797738275057,11.9392133245418,11.6370756602157,11.1526940072867,11.3265487281891,11.462580961629,11.5118369360386,11.5280001283333,11.5025851650418,11.3883333829356,11.3738913683962,11.386089133639,11.2287158495869,11.1780162339912,11.3188792061944,11.0775110119908,11.2970761357664,11.2993820042289,11.1163627582427,11.1894486586866,11.2651435981202,11.2803888372574,11.2675083466659,11.3397779728877
"ATP6V1G2",4.39350929769597,4.31366236204681,4.24121022257614,4.22009887491195,4.27219420300259,4.31241454310298,4.25985957563926,4.35722609728336,4.50368321756042,4.2595456148215,4.17569528834879,4.42915731694851,4.37771427251005,4.48590298765891,4.3401788893011,4.28170950169834,4.34403251384134,4.30634693404765,4.54919248418554,4.48324344909111,4.45012290465324,4.44972689626474,4.24812035662744,4.32409616214677
"ATP6V1G3",4.48129434643252,4.32392078011827,4.2288780003263,4.45628966124653,4.4106842884567,4.42411561128813,4.35972095960967,4.3548506685073,4.30385029617074,4.33929474384151,4.53890433474426,4.40530842342332,4.3512346788857,4.46254449662634,4.26664592912206,4.64866092952999,4.39762024463897,4.54535772519735,4.45588836097629,4.32735268089396,4.34507640965439,4.74381340109522,4.22708398793152,4.37096634987956
"ATP6V1H",5.0236057848166,4.60861139586786,5.1986516806284,4.88851991522185,4.45602326125343,4.55876157334806,4.68414422440278,5.13954913110257,4.55147020287046,4.90920777569452,4.78858529476248,5.18136227018919,4.57683045919737,4.78839992853338,5.05649424518954,5.13760280512072,4.62069453855665,4.60894647658873,4.99550743274382,4.86664084585479,4.58141222674143,4.68486785628599,4.73656173597908,5.08847676848854
"ATP7A",5.40124862827556,5.84684240911851,5.1853115776212,4.63858437324496,4.55510331727353,4.78256630874629,5.4326863326919,5.03546648310079,5.02413827506572,4.59481603286722,4.68920087424829,4.83344487705342,5.26537397068941,4.97830335050293,4.61285125906308,4.95803360348977,4.63363932396083,4.50434091640874,5.31325772360817,5.28751326007783,5.31973714697655,4.7177037719993,4.55955124437336,4.39412561405773
"ATP7B",4.355047934935,4.41477286395515,4.35396424542013,4.58453850939412,4.52552217527827,4.39188555195899,4.26635119599207,4.38526692235614,4.31400287785906,4.34129609291084,4.50412305072682,4.6212168629243,4.67225767106639,4.4285451277818,4.6511194843272,4.66539078930082,4.40530842342332,4.65483232920238,4.44933453361439,4.52869621972853,4.63017398665067,4.74913484324035,4.56355776884047,4.74140450204066
"ATP8A1",4.39350929769597,5.01855926353821,4.40939158412965,4.2323241908414,4.45933922960021,4.46868069181096,4.43388025304363,4.68837506401627,4.58437738545616,4.36744705717915,4.31391645479328,4.29225282052666,4.7850170138606,4.39188555195899,4.50955180554777,4.43880822496798,4.26268801393583,4.3746378834499,4.54193499702227,4.45974082224823,4.40472332534822,4.40253600922102,5.04137398235044,4.56580496780875
"ATP8A2",4.67137303070396,4.33472525008349,4.66833271150171,4.53729834550924,4.58100479147511,4.43804671559273,4.4466141936256,4.42204460240473,4.36002009709588,4.6244785967834,4.60605567489041,4.57584441474567,4.57683045919737,4.4182959647005,4.6212168629243,4.34779453960107,4.35396424542013,4.65942859029558,4.60285046212224,4.57797586648313,4.3340898819001,4.58238006415316,4.35288647308823,4.82409950643208
"ATP8B1",5.72496196389213,5.85174299925097,5.71406714883676,5.696729079899,5.76983145646909,5.97110684222994,5.72223173066892,5.76243099053912,5.36175695670338,5.51267013198563,5.5343622999871,5.60164031513876,5.31913636516525,5.49665073318202,5.78310104443157,5.2858211503166,5.42193210493431,5.24780217373547,5.73988658705044,5.84438585749584,5.51923827367152,5.25912195797688,5.16296831831921,5.38581096751274
"ATP8B2",4.30401106982385,4.71366890151906,4.51205360947351,4.38243930647462,4.48423442703263,4.42995500777284,4.38989201172219,4.43715805176469,4.2613964800977,4.41339898734801,4.2158161874252,4.79263565236997,4.39132854533397,4.37985537302269,4.35348146934393,5.00479900886893,4.24743569140902,4.3428027962715,4.56355776884047,4.74140450204066,4.6511194843272,4.44364717259254,4.38243930647462,4.78991428017605
"ATP8B3",4.23114774811214,4.3025750491375,4.29225282052666,4.2502674511267,4.2351906274571,4.31034764181976,4.1802251320241,4.15434849886722,4.20270584149411,4.26747646580429,4.14781730440501,4.19130383832987,4.23722703610948,4.33859206160487,4.19574348856106,4.19331461183447,4.28056715358645,4.47643289938537,4.29980814510461,4.30059631694792,4.19600783689669,4.27864921124726,4.17548911573889,4.24155068356383
"ATP8B4",4.68486785628599,4.7424086072693,4.57748994956454,4.90920777569452,4.97040950439857,4.45588836097629,4.70137107632872,4.90075087747502,4.55955124437336,4.81048048503249,4.37179745685888,4.57193682910603,4.60861139586786,4.65890186542896,4.40035480132513,4.54864174996886,4.63798058502956,4.3428027962715,4.42423500094968,4.27685755366634,4.73479905139679,4.56921673584414,4.64725575325216,4.62087261607471
"ATP9A",4.29225282052666,4.24441906436352,4.25299593719852,4.27864921124726,4.34064236236611,4.28214430970412,4.38735339730287,4.34986933727949,4.36243973209962,4.40762847171219,4.41877580097455,4.37537292963945,4.40822559708961,4.44007840391196,4.51576591405671,4.50851545528718,4.71845619912398,4.44726008875279,4.3421922388747,4.28917059802842,4.32753002987222,4.54503886703694,4.34393805367748,4.27321723763227
"ATP9B",4.8870164368684,5.66236491799166,4.86720950672389,4.7273000591218,5.17789888562081,4.75342640616782,5.41518795011605,4.73016981255213,5.21816498440091,5.31174722993759,4.88192871783318,5.08394213873503,4.74381340109522,4.93556194513634,5.01232176019471,4.91389047749082,4.94394431208777,4.51531699856307,5.30424484023611,5.08673014617096,4.87740233970335,4.75371144736815,4.66574463351617,4.38081623141434
"ATPAF1",8.45746539200184,8.47043758869518,8.42805376717799,8.84440424893339,8.78442957603002,8.98018649952052,8.75572134628076,8.76850748790914,8.7456314982764,8.81828846867694,8.8112133406165,8.59432370099592,8.80783710770631,8.6588800316317,8.6884243247474,8.76542343964143,8.68471125163812,8.65315770142584,8.42111706323109,8.40425354851461,8.40701882909432,8.53446406916522,8.56553755012234,8.55535511098556
"ATPAF2",5.83536009106305,5.70095317228807,5.66598047910755,5.87911779034946,5.85247145222348,6.03836502199301,5.83330567382471,5.54772413746653,5.97057970576577,5.93368494567589,5.90553161290452,6.00182493888333,5.47600230366744,5.40855339346674,5.51029821291221,5.86665477045012,5.60633679602741,5.66010800673658,5.52629848189874,5.49598489533401,5.75721687079864,5.53844206999905,5.7241093201762,5.60250659088045
"GPN2",8.29622684272073,8.50271483836806,8.48149576023975,8.03440790908485,8.13051569269773,8.07625760132124,8.62060079617136,8.47368785861887,8.74445464507439,8.10668162138428,8.34272180802803,8.30017982977911,8.43158364706443,8.62733540062188,8.30682010044856,8.23556436509033,8.45187978245462,8.26916451812403,8.22868727793562,8.38677757731621,8.07371630794501,8.0264298866608,8.07478687186697,8.04652020714524
"CTU1",5.71171770775085,5.22746946307507,5.5591797411927,6.0553675795667,6.04970717156667,5.78740656084779,5.51135285869134,5.19571194051746,6.01694214807395,5.86361245615318,6.0230096644364,5.50706362712549,5.41926628314757,5.5343622999871,5.78517365611311,6.18701729817943,5.94113976615766,6.7366241504088,5.55981702245898,5.95574113926627,5.74919255805556,6.34014251564119,5.85968406432324,6.02157614306874
"DPH6",5.01937451938546,5.74991881064494,5.16388427899613,5.16579659733313,5.47045480941655,5.64948893151876,5.41159239806216,5.53565871336563,5.38559529945609,5.47235138403221,5.34994777636279,5.85558923404828,5.59829401244297,5.59879023778012,5.57710760175475,5.44784338737866,5.65731167891221,5.66414419328239,4.92680314501709,5.32356740823683,5.3640933064672,5.31657716367465,5.24448524937246,5.47316344623452
"CARNS1",4.45200571830731,4.44403441086372,4.50194231461881,4.39626518299465,4.44532914146534,4.39705766734037,4.57161091629803,4.39955106591684,4.36002009709588,4.37782037622454,4.50412305072682,4.46985202625622,4.41962141493987,4.54786125376945,4.74659898398027,4.33656150237924,4.70099906177251,4.40002158164597,4.64742978597296,4.47933775117918,4.44403441086372,4.36447199083868,4.39525170737033,4.53482360473855
"ATP5IF1",10.18873791827,9.87912334882871,10.2292140847552,9.59353073175974,9.59170109025165,9.58054078061939,10.3678376229124,10.0151881872787,10.2627552536216,9.72295650197998,9.65812921245482,9.47623941635266,10.0222952252902,10.0809809368979,9.90348611669669,9.48295028641676,9.55326883065552,9.58132568183705,10.1219351558656,9.91648872372981,9.88117733501107,9.66826779252237,9.73295840068456,9.5621982294393
"ATR",4.41339898734801,4.43779005116983,4.41233983186758,4.38006314505837,4.83354395362719,4.38461627232334,4.43772520470919,4.40530842342332,4.29225282052666,4.34803380949666,4.26635119599207,4.45755058900435,4.36243973209962,4.37003467502738,4.35113789145339,4.50851545528718,4.27731313068568,4.4257119105273,4.33989908352475,4.36243973209962,4.21948785112096,4.5611583929071,4.55162354121021,4.65218755724846
"ATRIP",6.5956268551716,6.67660016136524,6.34876075058367,7.64084569134891,7.65815023669637,7.36650224643517,6.59581331057078,6.44013842844982,6.56414580192902,7.51520512275094,7.52042034775221,7.31756116997457,6.64469402872992,6.85611122161419,6.5944143073413,7.37318931979095,7.34826495504222,7.30962572946739,6.67630631480481,6.79354597665847,6.83499462034755,7.19346137393504,7.15597525767437,7.40469602949067
"ATRN",5.32266739137557,5.27903662658893,5.6148257613064,4.61745638003289,5.33276109676598,5.25339361243251,5.33618476737236,5.34463485780469,4.82162314663212,5.32514043537808,4.86664084585479,5.07887076549437,5.07992106760446,5.29914622788197,5.33201603282781,4.78858529476248,4.82447083505311,5.29471797378954,4.93948114231125,5.41856395923887,5.11613528715351,4.74381340109522,4.5096975024805,4.82409950643208
"ATRNL1",4.34036333151554,4.45451052678057,4.37877780021994,4.3579209376443,4.62930503809216,4.45588836097629,4.57161091629803,4.52084363230373,4.49543668005875,4.64664254584793,4.3746378834499,4.27864921124726,4.42829059228011,4.3429920237887,4.2929365165867,4.57097270124576,4.30328721753638,4.35742081771788,4.33564895459897,4.3701380856874,4.74659898398027,4.30433113097041,4.54786125376945,4.47162035047281
"ATRX",5.48125932094914,5.52290338767974,5.3488431516981,5.01855926353821,4.82824241995648,4.92082463716006,4.91819456892859,4.80481966183612,5.10305399889599,5.08777429654276,4.78858529476248,4.77074715596843,4.68053861666769,4.70787877122706,5.20369492005548,4.64024890472335,4.6720834539689,4.45379341508041,5.08323978799372,4.96635619049158,4.92231209577929,4.43388025304363,4.70670264125389,4.80800532927586
"ATXN1",7.18660710483813,7.1713829037597,7.03639993510337,5.98702159478286,6.14813266243234,6.08922464161006,6.92431479409932,7.20575016518901,7.17161224919564,6.40130207725807,6.28084359462589,6.2880156556441,7.19510320511361,7.2264500036283,7.16983908610224,6.35041930121313,6.61028308510198,6.35523670012246,7.01194665023937,6.86526631386698,7.18897787771822,6.33531158831768,6.41376485480481,6.37119160417238
"ATXN10",5.28135473666618,5.00398387350749,5.19023747273834,5.82389177640967,5.70712238488874,5.83956514693155,5.49931080175022,5.08533865040343,5.45991040018433,5.79359702235452,6.06114091421346,6.00898336424563,5.54109093967497,5.29594169233163,5.25221311821855,5.75432434786187,6.23449349235496,5.73774783428607,5.36708003495004,5.34411768363482,5.35435978681476,6.03029394994709,5.27965539583306,5.99000389807181
"ATXN1L",4.49557714036137,4.41477286395515,4.28876299283306,4.29871056818421,4.34064236236611,4.36559122881501,4.7057664304244,4.64095698318167,4.60049441032201,4.28992195028531,4.27591652054512,4.46686257041565,4.47559357251966,4.322137809012,4.21985648576749,4.36193099133066,4.39513719747767,4.36966849221426,4.37964084337658,4.23345233861942,4.33813456678812,4.44972689626474,4.33528101466103,4.4847986260039
"ATXN2",9.96932620958259,10.0666102673765,10.1418992662985,9.50278160835142,9.41238409046261,9.31390282079868,9.96011926664408,9.79897760037507,9.67983883691933,9.25079129345028,9.38897644785785,9.46407721481887,9.7822061054887,9.9393094914728,9.73654950505307,9.41782563938713,9.25384691335433,9.2577506508334,10.1523373574417,10.0454635733784,10.1523373574417,9.59170109025165,9.52833560649735,9.72528417863312
"ATXN2L",4.22998511865523,4.59581057130158,4.38179168310126,4.38504746893104,4.31805554966481,4.37516652638579,4.4466141936256,4.28628646752835,4.59646384806782,4.58593066381751,4.54582319448586,4.60418753662288,4.41364064810923,4.34064236236611,4.28402280346262,4.37347553727161,4.41092392535217,4.4257119105273,4.52310776819882,4.39570135820402,4.52084363230373,4.3521994188651,4.32673733108593,4.31584770060814
"ATXN3",8.21840061244967,8.23981612918482,8.32735506824956,7.4542458880645,7.38006207516053,7.32241424421519,7.74978402338272,7.8019761808297,8.04227364773416,7.33639281877651,7.44807988283799,7.21763229548257,8.010340255299,7.69805180358747,8.07217597918357,7.12521722068881,7.19975175405738,7.2692608078948,8.20967555980409,8.03479763185437,7.82694411347255,7.36212435310065,7.51110830192807,7.64646696590284
"ATXN3L",4.50675197999041,4.21531954332241,4.33555602859217,4.33518748997422,4.44211967493598,4.28577386938355,4.34583222512517,4.28628646752835,4.66403858966788,4.50777936093913,4.37718400509082,4.29933714507938,4.3401788893011,4.3541583017647,4.33300377417783,4.43326160173131,4.34223882335218,4.26399027522448,4.36961657122809,4.27301152679811,4.31567754790485,4.55226106300712,4.22084195978006,4.39412561405773
"ATXN7",4.29828339160023,4.33281902367459,4.27359608506967,4.33291172777331,4.59782926564915,4.35851437351867,4.63641897915189,4.26601935016118,4.27083654956946,4.39909657091477,4.2630760874588,4.33345903301106,4.42546655057141,4.27622969785854,4.3179684996702,4.44765467857917,4.48790174822122,4.28053160425176,4.42423500094968,4.329445036657,4.2325366625114,4.34967845189067,4.32037115981911,4.43981594733928
"ATXN7L1",4.62377170994761,5.05702191594332,4.93883190377778,4.64742978597296,4.67640226576153,4.52869621972853,4.3279715861564,4.41364064810923,4.48831771202072,4.59481603286722,4.33730055176761,4.56838556450002,4.52099264269835,4.3631500115044,4.67244675435674,4.36416215405743,4.54426957437625,4.4110433421444,4.65890186542896,4.37484500258816,4.56468444783954,4.63920884646002,4.64725575325216,4.62982280585997
"ATXN7L2",4.87550501609555,5.07562014488174,5.00878984580413,5.23209977232694,5.21655451123799,5.33067336264821,4.47229669720573,4.75839766594069,4.53959556528052,5.28897209544817,4.82503310801535,4.94003119266754,5.13013660166599,5.03546648310079,4.35822123986237,5.14199559544148,5.21864554547748,4.4439706697584,4.74550139997283,4.99550743274382,4.6222389875048,4.8870164368684,4.43476592150008,4.834676257533
"ATXN7L3",7.04902906309011,7.06696109104137,7.0323645426922,6.88146793314052,6.54824021528072,6.93737097281008,6.88960241847473,7.1279918260186,6.92673787639014,6.79430440762495,6.52349282166951,6.44986685199645,7.16768750509357,7.50064080904926,6.72769030508142,6.97577356032097,6.83309785827503,7.04825716634935,7.39852787515702,7.0896244655611,7.24832063955701,7.1194141932721,6.82230217973306,6.79126828855809
"ATXN8OS",4.23923250561827,4.25490330659419,4.31788233215478,4.2458170699112,4.2973894082622,4.26107795490788,4.21684714717573,4.20915053603671,4.23672783067226,4.3163608093355,4.32409616214677,4.26190955217494,4.3579209376443,4.19910137084343,4.31010160168656,4.24372986885993,4.35181165962812,4.22218423619968,4.18366855694903,4.28917059802842,4.23923250561827,4.16050074692531,4.30690743478466,4.24918938191367
"AUH",6.20244563425756,5.59866619338991,6.17583576965469,5.20280199221888,5.7813533746048,5.60534933577134,5.90367520993165,5.78865765445307,6.04457097937792,5.95787030141966,5.22970686053788,5.70239693922976,6.11312936317928,5.34500450362669,5.86283796247289,5.59082991150013,5.78882076063289,5.84087671733854,5.90508027523043,5.6955116345662,5.91358177798871,5.78277351754267,5.9839381399088,5.6532563069762
"AUP1",4.39626518299465,4.37034090539326,4.56580496780875,4.65570848664512,4.25330174298463,4.40774840091363,4.29007218676504,4.30513107956444,4.8969944035155,4.30090616052741,4.44390692583675,4.40530842342332,4.37003467502738,4.3119613243931,4.23091133487886,4.37347553727161,4.45615691254429,4.40822559708961,4.31719649037157,4.34308439819599,4.4300155767953,4.33056180523561,4.46001107699435,4.37633238045814
"AURKA",8.62835351861007,8.64089927276021,8.62016547052015,10.0814720200138,9.99261350411824,10.0932741788238,8.98283843796751,9.03653930021624,8.99469452725763,9.91455917910677,9.86470166344474,9.86040121695284,9.26239774374585,9.27350367006479,9.24485378797458,9.76389662652417,9.6770438031691,9.85386795191071,9.20876213151898,9.09545133102953,9.13929491385388,9.53915834204623,9.72698402895874,9.75198292326704
"AURKAIP1",12.1026523115067,11.9471878397966,12.1149202519965,12.3328570203023,12.5268628644756,12.3594200738744,12.11699765879,11.9316746584391,12.1921206132298,12.4304590223746,12.3645222108755,12.1323992381148,12.3277537161511,12.0968866179714,12.1664938741458,12.4631602711301,12.4855148187465,12.5222647340556,12.0411028944079,12.1995112465823,12.0804552291571,12.4914407484192,12.6008410905281,12.5892404656581
"AURKAP1",4.64410604993779,4.39032873002679,4.63069416927186,4.57177000724689,4.58965859187934,4.60506067964063,4.62807044762739,4.70137107632872,5.07017495489904,5.2734615858064,4.44700797711741,4.61147068094231,4.3490965680068,4.8568155957818,5.03430523329097,4.63172063475361,4.62516374676152,4.65483232920238,4.83203552084307,4.40357386417724,4.46591072144978,4.59050427924759,4.49903817833766,4.49501914034323
"AURKB",7.60418075333691,7.69580658621592,7.6449811116805,9.80719686332,9.90839225762915,9.75198292326704,8.04010570618867,7.99170942072908,8.07565612047865,9.80945961045289,9.61315975490406,9.81702322181848,8.25872191396724,8.37552716278011,8.46440862048614,9.36684984853599,9.46638191548308,9.31080154978942,8.19340096108873,8.09712006117251,8.29045938443453,9.47501512931997,9.57879677212839,9.56837531116681
"AURKC",4.30602396034637,4.40229931632427,4.24670036797378,4.41304121788768,4.26101235411608,4.27745018381966,4.18871638918237,4.41364064810923,4.21598505472134,4.27577891943522,4.31788233215478,4.25020607685539,4.3512346788857,4.22218423619968,4.24915978244845,4.29225282052666,4.25490330659419,4.26824598657886,4.20133911816246,4.27486973461274,4.19179216169863,4.17229714709374,4.21617770459058,4.38308861548121
"AUTS2",7.79038765087711,8.28842281740879,7.92126924750299,7.12777693102512,6.97010310710465,6.89511788666079,7.62509821477504,7.63844924709196,7.64952390899768,7.19346137393504,7.22387870795493,7.19766483161552,5.98094325818706,6.12579589499579,6.30988874916557,5.84003744964212,6.1386081717516,5.94787475682188,7.04778020019699,7.25250546358654,7.31965112175449,7.14274280717369,7.31778725672435,6.86464746215354
"AVEN",7.24229849658335,7.36668437067394,6.93786135279026,7.93550743278827,7.95452209059376,7.9495578383668,7.42328899322233,7.43863392166375,7.32517208471875,7.85839399931409,7.88197916381858,7.98216036176759,7.62070681160361,7.57678167147736,7.59008616582165,8.06361847823986,8.13307673390694,8.26687323143472,7.34902101317205,7.36212435310065,7.45436585503097,8.0968126911004,8.15795618207552,8.14027469165684
"AVIL",4.96836379281224,4.55054093239607,4.84649341367888,4.38006314505837,4.59432329318598,5.10097881065579,4.7374972866339,4.69718317134212,4.78973066300198,4.63798058502956,4.36713642225401,4.58948637749053,4.38878359876609,4.31408756455854,4.57797586648313,4.38363015783833,4.53038458290187,4.549113109046,4.31719649037157,4.41186666997491,4.85454080661352,4.72795467883343,4.58898754735911,4.37347553727161
"AVL9",6.58583523907575,6.44211010882054,6.78727366107636,6.50983714013471,6.37351350660519,6.45333525164957,6.35086125954924,6.33158445136698,6.35387769002139,6.42821652037883,6.46280502240344,6.34979296171739,6.22929485716167,6.03548113093005,5.94499915102504,6.2675234653985,6.43093629227755,6.25812958265963,6.22841323181091,6.23624879579037,5.96500905536359,6.47822640505151,6.46800909131325,6.70124534151673
