"Feature","HUVEC_scr_siRNA_1.CEL","HUVEC_USP10_siRNA_DLL4_1.CEL","HUVEC_USP10_siRNA_DLL4_2.CEL","HUVEC_USP10_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_2.CEL","HUVEC_USP10_siRNA_3.CEL","HUVEC_scr_siRNA_DLL4_1.CEL","HUVEC_scr_siRNA_DLL4_2.CEL","HUVEC_scr_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_1.CEL","HUVEC_scr_siRNA_2.CEL","HUVEC_scr_siRNA_3.CEL"
"MROH2A",4.162357786,4.129223345,3.41749589,4.316701416,4.441329239,3.84600635,4.416336504,4.096119145,4.138209974,3.979890508,3.853780295,4.303518437
"ESPNL",4.70706812,5.080292945,4.452977478,5.003842859,4.847148006,4.812537938,4.464276369,4.921905597,4.915395936,4.850764571,4.818096495,4.883789096
"CIMIP2C",4.300123791,4.355062489,4.679019108,4.412833773,4.283004077,4.313210755,4.364574712,4.188927031,4.709659943,4.320294257,4.716467911,4.592331129
"PRR30",4.514615763,4.351594582,4.344536469,4.187186237,4.158662549,4.260794089,4.156022974,3.583802283,4.007688222,4.313849867,4.43815485,4.244247851
"LINC00298",2.881643781,3.048992237,3.354125384,3.021589504,2.997685387,2.89100024,3.101704383,2.756339665,3.638179771,2.65240793,3.120525947,3.117376696
"LINC00299",3.758758791,3.935189236,3.982192755,3.915321697,3.846116478,3.849931591,3.809690793,3.97874942,3.856970218,3.836689419,3.994451201,3.962087965
"C2orf74-DT",7.401231691,7.486870314,7.48266478,7.401017411,7.454328757,7.28666556,7.571906759,7.902193993,7.593623036,7.296830744,7.032875303,7.497272506
"LINC02579",4.128561024,4.408026921,4.199018492,4.358530992,4.354281761,4.220016244,4.184739887,4.313878901,4.080115737,4.061795731,4.23513068,4.189862567
"LINC01115",3.248272394,3.386856095,3.054566858,3.208760809,2.932240633,3.271392665,3.320379877,3.048823712,3.058279893,3.111265217,3.105997986,3.317768292
"KY",4.174786778,4.371610965,4.52725932,4.490852555,4.356136232,4.436601049,4.521441752,4.566788607,4.513434469,4.506358233,4.421956706,4.342586355
"NUDT16-DT",3.641664667,3.660832252,4.081777855,3.706946405,3.717952842,3.479360702,3.959449284,3.512263558,3.975369149,3.451197083,3.734786948,3.881067713
"APRG1",5.894011415,5.930067248,5.642205326,5.744617781,5.604632285,6.136539342,5.452661935,6.032609249,5.977027494,5.691422421,5.370429992,5.546605794
"LINC00880",2.640113367,2.783646479,2.917313694,2.406643888,2.465621105,2.959780381,2.629020593,2.956123049,2.617254328,3.078805075,2.972306455,2.598774275
"GADL1",4.774023904,4.569262129,4.851209829,4.899315776,4.67868294,4.72883137,4.818738554,4.733612842,4.813837664,4.694784004,4.951837228,4.831164341
"ID3",7.540174521,7.127132106,7.336689442,7.308363588,7.47711087,7.002849635,7.55169994,7.522556241,7.321258997,7.595818132,7.36806019,7.346015418
"PRSS42P",3.195264604,3.103692539,3.128457302,3.062762856,2.947017326,3.070638349,3.284223849,3.268827834,3.196950428,3.065751294,3.237128315,3.167882733
"EHHADH-AS1",4.337827531,4.34057832,4.878856255,4.713391118,4.444884695,4.39982685,4.507859394,4.738495062,4.37391132,4.732642168,4.360542746,4.565300008
"LPP-AS2",6.681301367,7.115380958,6.971079039,7.22527512,6.991260534,7.112437991,6.848429854,6.804509426,6.880073197,7.032262842,6.819001536,6.819881134
"H1-10-AS1",5.45372418,5.517818056,5.680209957,5.546782063,5.497988717,5.687417547,5.403527564,5.363969605,5.326506265,5.573905779,5.353139671,5.517552683
"CCDC158",3.409098361,3.058557439,2.845485164,3.06539482,2.89397022,2.907368071,2.914826202,3.243993193,3.185676494,2.848497617,2.610278885,2.803017548
"TMPRSS11A",2.719530544,2.986838772,2.82954725,2.795294062,3.212460752,2.927268796,3.254636379,3.173051341,2.850842601,3.038965206,2.955478256,2.930292866
"LOC339975",2.845352539,2.919436143,3.084301974,2.854082009,2.896632928,2.758795921,2.715933295,3.006587536,2.902305532,2.808694679,3.051762227,2.766442254
"TRIML1",3.65458576,3.425331511,3.454847459,3.579020991,3.528003279,3.17467715,3.597506454,3.781141705,3.396161382,3.224675761,3.418037889,3.589615565
"LRRC66",3.572037873,3.47255199,3.523823826,3.415183531,3.694862389,3.274304654,3.294684912,3.284830143,3.530212579,3.344018271,3.454811127,3.465420307
"LINC02260",2.56543548,2.909699746,2.800770217,2.414582737,2.477041827,2.563914074,2.769979421,2.6255549,2.997386597,2.767142625,2.61822496,2.822696103
"NAT8L",6.093197224,6.154939168,6.102526896,6.082169406,5.589108657,6.127783546,5.958189036,6.145412293,6.139706633,6.096556959,6.242950896,6.006112007
"LINC02481",4.951925675,4.889550602,4.49412372,5.079069707,4.962870489,4.810846523,4.97439942,4.667463455,4.732039705,4.951835079,4.879920222,4.845748516
"ACADM",9.135314916,9.023172294,9.155147294,8.99014435,9.204945495,9.036503104,9.083655591,9.361941721,9.380707114,9.162339781,9.397084009,9.287235636
"ID4",3.118419818,3.515751838,3.014567965,3.096283722,3.202666568,3.569069124,3.204849789,3.355528874,3.283041477,3.135662914,2.960853084,3.22356977
"LINC02433",3.22444188,3.214010634,3.380934233,3.29164231,3.557902495,3.252572511,3.17146692,3.308021647,3.295709334,3.709666721,3.064019481,3.20968549
"SLC6A19",5.248730593,5.219299468,5.171078882,5.267260174,5.12031966,5.019600449,5.221236795,5.431811822,5.136737507,5.19201364,5.362844221,5.374542876
"PRR7-AS1",5.06390535,5.365853629,5.069074981,5.006254196,4.856014749,4.940557117,5.394786501,4.989000676,5.118789007,5.051056431,5.201567769,5.123488426
"STING1",7.846733784,7.932224079,8.149001298,8.058029276,8.039423815,7.656159511,7.842854387,7.961285329,7.814333671,7.920580484,7.90584049,7.643762996
"FAM170A",4.341479437,4.600457085,4.565389636,4.164500582,4.585437021,4.459293226,4.93799434,4.440908628,4.548365574,4.666344387,4.571665086,4.676988
"LINC02900",4.769059856,4.77313797,4.803582628,4.727699294,5.044597691,4.818602881,4.78053531,4.804013344,4.776526796,4.811860545,4.947927399,4.814619851
"SLC25A48-AS1",3.119894178,3.19986025,3.324097645,3.264125534,3.936670646,3.394031375,3.697308575,3.131992096,3.204173041,3.332052295,3.441847673,3.503348486
"ARSI",5.47729885,5.131250478,4.853004503,5.22120807,4.98177117,4.979833667,5.072433365,4.935447547,5.09590709,5.134965609,5.243775902,5.059590145
"LINC01020",2.564241658,2.808949614,3.009337433,2.809984899,3.04416614,2.915788767,2.76691678,2.800546438,2.764396347,3.175514842,3.087292436,2.857235149
"LINC02239",2.10772125,2.345357305,2.217836965,2.336938033,2.08125719,2.069292876,1.942898183,2.248561597,2.562903677,2.169394082,2.240665645,2.083458512
"LINC02120",4.144202383,4.226222769,4.043730332,4.004675484,4.198898946,4.105842406,4.287657769,4.259813831,4.136667076,3.815629577,4.259069587,3.868060641
"ANKRD34B",3.015166036,2.726544339,3.115083717,3.124687603,3.168908618,3.032421873,2.763208625,3.180517573,3.251046396,3.11291304,3.570062583,3.028383442
"SLC35D3",5.278920489,5.362466314,5.178518926,5.108843475,5.206810505,5.05466821,5.339402657,5.348675381,5.0541945,5.190743306,5.224803368,5.152587106
"ZC3H12D",4.475255136,4.585542065,4.352113386,4.184904383,4.003239431,4.501823677,4.494658248,4.130427836,4.470039893,4.336101661,4.277586914,4.386810098
"MYLK4",4.953738755,4.995328107,5.039320234,5.098106641,4.968990758,4.667181498,4.875164147,5.140896795,5.30163655,4.600034218,4.548890094,4.93329237
"DPPA5",4.820387852,4.672292195,4.993286891,4.602833731,4.63906913,4.589515591,4.811355065,4.550199698,4.576260077,4.615424742,4.815178164,4.746775363
"IFITM4P",9.076434381,8.784446167,8.896531115,8.963699314,8.966157608,8.521129812,8.853544823,8.961485886,8.872005173,8.838100341,8.888967873,8.682445901
"CLPSL1",4.19768785,4.124356458,4.497305291,4.447780358,4.32589663,4.484939595,4.468772064,4.732229646,4.429265295,4.280660457,4.263084659,4.483835768
"TREML1",4.308384888,4.43378606,4.246792281,4.697795548,4.760831721,4.47160712,4.523014823,4.37227062,4.60339271,4.136642958,4.286783473,4.596295065
"TREML3P",6.062468707,6.171240791,6.233351824,6.399660787,6.252982893,6.084144038,6.376321141,6.416693798,6.391907732,6.279339765,6.101807149,6.298742343
"ZNF680",4.086500905,3.865923301,3.950894814,3.276164166,4.051196997,4.34528183,4.081586268,4.197845242,3.932736747,4.19731668,4.101726479,3.56586574
"UNCX",6.003492234,6.293612641,5.949374645,6.066692113,5.844308027,6.084196499,6.022724018,5.698778936,6.088738271,5.988966261,5.981313024,6.043134431
"COL28A1",3.756988837,3.649525986,3.889418998,3.732269601,3.78897672,3.764597394,3.780954189,3.920047929,3.76091051,3.857275133,3.745502095,3.65004249
"ABCB5",3.52208157,3.481754643,3.312410972,3.463406578,3.504924221,3.484420727,3.549081999,3.465996257,3.538529111,3.509957582,3.35677015,3.431316537
"FAM221A",3.860927599,3.593937321,4.03902482,4.091591708,3.864308875,3.768521779,3.836202683,4.052674274,3.767320763,3.82540995,3.733455732,3.839573806
"CFAP144P1",3.769667842,3.973542668,4.021828429,4.051337724,3.303214131,3.770406165,4.114973571,3.481533863,3.674902711,3.22118042,3.640231059,3.685911906
"CTAGE6",3.907034295,4.457942061,4.243783496,4.359209168,4.250387404,4.47418569,5.283921599,4.354440937,4.263147679,4.189766545,4.357577761,4.550316284
"TSPAN33",4.06032163,4.146910152,3.997631163,4.371629154,4.188065442,3.651575339,3.822321747,3.908924358,4.083402045,4.335653619,4.16490755,4.052120985
"AGBL3",3.394262339,3.004433288,3.271698374,3.02805546,3.032383418,3.128699221,3.211589304,3.244275163,3.12314287,2.857507422,3.046963875,3.253579857
"LINC03019",2.73275361,2.915750515,3.008384537,2.851770444,3.101137274,3.091850924,3.023934317,2.928614065,2.686068334,2.851068332,2.850037,2.927737763
"KLHL38",3.002393509,2.997295138,3.056460857,3.015767351,2.96874731,3.120574285,2.879979894,2.903033164,3.163331496,3.174590994,3.11447255,3.546457207
"NRBP2",7.815310881,7.574843393,7.765623447,7.868171405,7.523103639,7.437609717,8.10054976,7.850819294,7.902411293,7.749456982,7.740772624,7.635137937
"ZNF517",5.500660281,5.7903962,5.498089318,5.590577369,5.311216056,5.540240685,5.548762845,5.738760556,5.705924539,5.502103976,5.782588492,5.706353719
"WDR97",5.253600816,5.296008239,5.146435076,5.44082224,5.210732173,5.218666905,5.516271862,5.287890397,5.371961358,5.228342596,5.113966402,5.468633567
"TMEM249",4.797786866,4.571691054,4.654645069,4.60445625,4.575180694,4.483746707,5.022764502,4.482028207,4.528627968,4.371440896,4.780109757,4.826178744
"RSPO2",4.273424405,4.133888951,3.760333513,4.285346848,3.842620831,4.083089192,4.530641392,4.480645915,3.699467759,4.106121401,4.408912029,4.399518889
"POTEA",2.48171242,2.673380513,2.139183218,2.253819467,2.072011247,2.194012685,1.978640105,2.502298532,2.221453622,2.104975352,2.213689381,2.478421892
"ZDHHC21",8.700017913,8.033605188,8.178524785,8.269374903,8.435906124,8.586106478,7.886777896,8.023777816,7.948450944,8.437313831,8.522219178,8.458190545
"ACER2",6.809208577,8.031552631,8.25822048,8.137565899,7.425456439,7.456667753,8.742914663,8.729413296,8.515767977,7.18109703,7.025624017,6.942852038
"GAS2L1P2",3.623354443,3.587201971,3.564640824,3.638387389,3.409430024,3.594123922,3.514480217,3.572115417,3.695518803,3.124160719,3.413912921,3.699209857
"LOC340512",4.270193816,4.328004904,4.196138761,4.313618779,4.64534417,4.295316066,4.673425991,4.161391257,4.392095575,4.443104833,4.245979762,4.402991529
"LINC01501",2.573407006,2.878464753,2.76990579,2.624175309,2.44014894,2.706944309,2.506874211,2.622311515,2.815279753,2.623010659,2.62740792,2.478168043
"RTL5",4.377965162,4.647569435,4.598980758,4.598842635,4.599079401,4.533107493,4.578737266,4.709112977,4.513635524,4.764179407,4.546057389,4.379868996
"NHSL2",8.428969596,8.307459556,8.196576778,8.183919084,8.224099936,8.621566367,8.373899078,8.181999328,8.512933309,8.126409022,8.330836705,8.591318378
"PABPC1L2A",1.959135538,2.383105493,2.439130825,1.650649296,2.045912718,2.248868583,2.503131432,2.100716612,2.16971947,1.801671254,2.373740765,1.958560845
"NEXMIF",2.797563057,2.93036139,2.936187627,2.956145951,2.677412107,2.710250495,2.637544707,2.944523091,2.960464771,3.00938606,3.229992064,3.008037637
"BEX5",4.354134559,4.604297885,4.307549371,4.341479896,4.584453645,4.390398113,4.69739571,4.593374412,4.572444095,4.328565834,4.317405067,4.50309481
"TCEAL5",4.693931967,4.862113977,4.957470098,4.727699294,5.057248547,4.961512026,4.949738747,4.948505025,4.965212916,5.333331698,4.895290128,4.899688466
"MORF4L2-AS1",4.939219501,4.710796909,4.370593516,4.501940881,4.906167467,4.767567748,4.461894532,4.802892122,4.789400334,4.80585511,4.707206813,4.806481369
"VSIG1",7.243036308,6.555898641,6.74483663,6.754090266,7.101934987,6.803269778,6.622448485,6.513316865,6.445618477,7.053260144,7.293000685,7.10645444
"ZC3H12B",3.369716561,3.879219623,3.843357666,4.006256807,3.540935951,3.44308616,3.607123054,3.645845341,3.752941284,3.852753927,3.806261242,3.561210416
"SATL1",4.092266787,3.731142879,3.775997083,3.704728768,3.667564091,3.529614062,3.492818646,3.747745981,3.995238253,3.620514456,3.650837176,3.795484545
"DCAF12L2",3.904772136,4.142192994,3.915064548,4.064580676,4.250639279,4.050883342,4.028332587,4.058344771,4.107931353,3.978088075,3.760572971,3.832873151
"LINC02243",2.829434741,2.695316709,2.812797917,2.718752077,2.962388544,2.60388314,2.86975857,2.654239889,2.868861689,2.702472013,3.315368493,2.974129091
"CA5BP1",9.093819508,9.141702834,9.010278499,9.049536488,8.843823767,9.049461412,9.07154643,9.054780535,9.08660033,9.240999645,9.055800389,8.97860555
"RTL4",3.499767551,3.51574152,3.746082016,4.108461005,3.532296232,4.054144856,3.73680915,3.529695487,3.75009268,3.571419186,3.840661973,3.677599544
"LHFPL1",3.430810986,3.719466192,3.656796619,3.840177544,3.880855458,3.772648578,3.81861283,3.429853651,3.7378331,4.054308634,3.648309012,3.654709932
"EZHIP",4.250436044,4.565654645,4.468960699,4.398165433,4.006186461,4.548046194,4.481786786,4.386771291,3.998771157,4.411432771,4.494819035,4.559429712
"LIPM",3.184797391,3.350472501,2.870274656,3.373867145,3.14129442,3.228287595,3.221372319,3.664021933,3.322290183,3.04646053,3.067026072,3.166976478
"CYP26C1",4.656316917,4.682428135,4.715422042,4.711633275,4.485870658,4.802497469,4.560503207,4.667807626,4.799196327,4.534666595,4.681872804,4.753202195
"VWA2",4.902267917,5.082325003,5.060306038,5.206570156,5.132573825,5.186631923,5.169479825,4.986067374,5.214813805,5.203872998,5.283508366,5.384605143
"NANOS1",5.967585621,5.711790627,5.982160725,5.919901028,5.844043873,5.875941855,5.802845143,5.736297027,5.92208357,5.450565212,5.942732265,6.046073458
"LRIT2",3.227363491,3.278886049,3.193367198,3.267173052,3.386272598,3.117370345,3.238131008,3.293902798,3.376881744,3.189044022,3.383971233,3.373890383
"HMX3",5.258381695,5.280159689,5.362999896,5.28482466,5.037975275,5.170784618,5.412017663,5.096913674,5.351443756,5.30628285,5.075578562,5.182404172
"AKR1C8",3.174605762,3.075470787,2.910802165,2.895223243,3.237240268,2.994960665,2.972961597,3.161449946,2.957113254,2.808112348,3.501488548,2.835827445
"MALRD1",3.260924461,2.805511539,3.311405416,3.107907863,3.199596181,3.045380944,3.154937326,2.889980195,3.298443882,2.995068123,2.902633927,3.440118712
"EBLN1",2.722799414,2.779087971,2.434721792,3.105437166,2.491879952,2.408355877,2.404736034,2.514432099,2.80737688,2.31901921,1.988749744,2.37889558
"OR52B6",3.747769309,3.809337181,3.708098086,3.66301822,3.757585399,3.510351269,3.836205389,3.802522619,3.571114269,3.547518382,3.550728535,3.517256373
"OTOG",5.079306678,5.131017567,5.02063086,4.99949189,4.879485686,5.171597299,5.169369405,4.974740363,5.232374496,4.975242217,4.842716427,5.287660587
"APOC1",3.408641637,3.608935945,3.487571205,3.313012967,3.068833565,3.251816999,4.460545517,3.382746618,3.47202785,3.402874164,3.758948249,3.344411311
"DCDC1",2.092489548,1.805620457,2.093730389,2.183969661,2.350096673,2.122399473,2.322294364,2.160053157,2.169001884,2.625060772,2.29233406,2.185869591
"POU2AF2",3.544364118,4.176937083,4.147831748,3.804031473,3.55317572,3.60313752,3.890018007,3.773325395,3.652977205,3.656659166,4.121399157,3.768207556
"SAE1P1",4.92060341,4.910762165,4.798664785,4.684382315,5.036058128,4.859652171,4.811343007,4.843403071,4.785319327,5.0184217,4.650100933,4.834252675
"MS4A10",4.976456591,5.244560597,4.749385624,4.983395716,4.647042961,5.041572451,5.195255022,5.104196856,5.291181809,4.17650457,5.023831455,5.074154357
"OR2AT4",2.841884671,2.55907157,2.976565183,2.542855857,2.840793804,2.785969219,2.692102913,2.874164337,2.675764871,3.004764902,3.027549126,2.694714871
"HEPHL1",3.356209622,3.836971851,3.841362787,3.527446966,3.591323898,3.711483343,3.719503119,3.854123838,3.499902405,3.364845618,3.267613871,3.63265893
"OR10A2",2.819909732,3.19529305,3.101704383,3.07062385,2.903803108,3.421073398,3.38904814,3.290092619,2.98547888,3.663507723,2.999014339,3.173051341
"OVCH2",2.958711763,3.062707684,3.563483044,3.056676902,2.942846066,3.318148135,3.179146919,2.867567341,3.408782226,2.70636898,2.90731769,2.935738708
"SMCO2",3.278326977,3.521045461,3.348928437,3.226442822,3.422339249,3.233474697,3.477266814,3.51963298,3.549339523,3.428426724,3.42271803,3.252997874
"OVCH1",3.354707854,3.472457522,3.511025016,3.431475712,3.315700088,3.214902011,3.630312388,3.732032748,3.750893057,3.820773049,3.363104292,3.361583086
"SYT10",3.722945934,3.73433243,3.400066376,3.436321852,3.482565091,3.452559567,3.650198062,3.443728789,3.416243744,3.380362834,3.676849739,3.52931693
"ACSM4",3.655986912,3.764348001,4.119959808,4.083468289,4.242234087,3.897227032,4.051316116,4.109163845,4.197243071,3.93169373,4.165462421,3.929351839
"ANKRD33",4.559351071,4.624204236,4.769627932,4.49464319,4.537456673,4.652570382,4.529825798,4.453574763,4.626863792,4.285312158,4.447645541,4.902147055
"OR6C2",2.036839262,2.555154059,2.760399569,2.165244602,2.580232086,2.314900384,2.264506571,2.465531017,2.826970761,2.306393423,2.614938471,1.974797753
"OR6C4",3.336505748,4.272465716,3.40825959,3.450234317,3.767366031,3.377006203,3.54542569,3.137743853,3.62671105,3.656022525,3.595422454,4.061261291
"H1-7",3.517446447,3.818096165,3.996381903,3.959805857,3.975116506,4.186091661,3.75342635,3.903495518,4.235274484,3.889039853,3.956192793,4.051299044
"OR8S1",4.731236743,4.872683741,5.031015575,4.71664927,4.868904986,5.012535655,4.83333352,4.88593508,4.915506262,4.79064963,5.099605332,4.844581897
"IDE",9.49954885,9.527693602,9.658492902,9.580464233,9.50911836,9.557582642,9.491073843,9.402006364,9.449431553,9.529028629,9.443559336,9.373960918
"FREM2",3.402841453,3.100088914,3.289598596,3.154450246,3.429118654,3.236175908,3.503818256,3.266838215,3.002173743,3.339520674,3.104630989,3.024886071
"NEK5",3.136486422,3.576769394,3.310781835,3.305871805,3.306047411,3.252374659,3.427350917,3.462745843,3.356926331,3.59110377,3.314081797,3.316306639
"IDH1",7.074204719,7.093841312,7.051043995,7.093957657,7.096488327,7.123211806,7.033323751,7.067355792,7.055538955,6.982551649,7.117798229,7.053802452
"OR6S1",3.842401105,3.982814476,3.871885257,3.845326554,3.621060312,3.692454354,3.93980908,3.540751284,3.682180554,3.483695688,3.601125721,3.852434602
"IDH2",9.571725949,9.847756621,9.809488617,9.779181312,9.743005983,9.671090342,9.69125604,9.796868517,9.718628962,9.749734045,9.680721604,9.572959535
"SLC35F4",3.275284967,3.102910477,3.509790591,3.139833667,2.956970553,3.042903389,3.145769046,2.792073208,3.282351678,2.873257654,3.168288753,3.187867004
"LRRC9",1.999629518,2.304163153,2.503377854,2.171964853,2.428406273,2.33383054,2.592986811,2.275634014,2.215669784,2.433023871,2.252922066,2.16454548
"IDH3A",5.983816885,5.530461382,5.640944058,5.630038728,5.813669816,5.80621559,5.702728614,5.619080681,5.7357264,5.813683537,6.0056134,6.035306616
"COX8C",2.342671935,2.359681633,2.551042034,2.418811648,2.512491216,2.473850575,2.215319522,2.197206772,2.480558839,2.497936367,2.708101804,2.4839468
"APOC1P1",2.577425623,2.94148518,3.58362499,2.988436344,3.154774995,3.071327926,3.04372043,3.686383648,3.143665377,3.113489032,3.180560173,3.122436587
"IDH3B",8.76191885,8.565550111,8.691794583,8.726899296,8.825421758,8.532200189,8.793929272,8.788973441,8.714014627,8.855612257,8.848698687,8.665603062
"GLDN",3.647499762,3.827302943,3.685130454,3.584987863,3.59096623,3.836786747,3.58234065,3.667410533,4.103502022,3.524248167,3.838550234,3.853536815
"IDH3G",11.09109092,10.95926957,11.09508615,11.0812053,10.97537602,10.73421984,11.02134453,10.85263986,10.94280173,11.09492809,10.94843914,10.7862951
"TMC3",4.645479242,4.425953677,4.073070342,4.259248175,4.358541377,4.412829372,4.312669361,4.323795945,4.309118801,4.330124333,4.626837966,4.347585014
"ZNF774",6.077531238,6.435693988,6.225594899,6.410470205,6.291092116,6.067103011,6.529534367,6.284009087,6.438210884,6.143334253,6.038361968,5.909708021
"FMN1",4.100982789,4.051594962,3.72275401,3.987626645,3.821111284,3.922047559,4.133317449,3.768971204,4.274320535,3.727498333,4.150452554,4.068772023
"IDI1",6.830714104,7.010614625,6.996421489,7.037138326,7.189731645,6.850552828,6.925989252,6.899119183,6.879998912,6.970399099,6.822153894,6.890661651
"C16orf96",4.32275807,4.183305204,4.410944632,4.252761951,4.25823508,4.036655824,4.624311007,4.390534734,3.933124722,4.021090996,4.132805547,4.162769316
"ZKSCAN2",6.90544052,6.578631486,6.530851439,6.359857956,6.723106484,6.893515069,7.076137586,7.04222216,7.046027044,6.485604186,6.986690447,7.162397993
"ATXN1L",8.086377794,8.03274388,8.149009696,8.142309994,8.132377521,8.186509781,8.126037641,8.249752157,8.179409113,8.141058017,7.992204416,8.104786531
"PKD1L3",4.084122198,3.8897988,3.632434054,3.736399421,3.566062242,4.03597973,4.11284381,3.939533605,3.867832414,3.938980916,4.285399806,3.902627585
"IDUA",7.211630406,7.721621654,7.57020898,7.503745784,7.343554603,7.192531656,7.695989085,7.521640318,7.416961684,7.321254949,7.417371428,7.104880226
"CD300E",4.731293812,5.104442111,4.822628077,4.930381885,4.705193471,4.82940085,4.82136828,4.876145296,4.897593515,4.619306496,4.818389757,4.591940036
"SMTNL2",5.136830826,5.114362393,5.016213026,5.154777061,5.217792605,5.073255041,5.088756799,5.101050477,4.842990078,5.075393198,5.146640929,5.056684112
"NACA2",6.878212694,6.939377317,6.662334558,6.572203802,6.884136529,6.393169078,6.878685223,6.399110429,6.47347111,7.066628301,6.890218774,7.059433268
"KRT27",3.109094427,3.256991042,3.233999854,3.324902785,3.36211744,3.226959247,3.651010041,3.159399109,3.158230719,3.706340062,2.808469146,2.834263265
"CFI",8.331722659,8.68355054,8.668925832,8.620953128,8.610331894,8.4342009,8.699312975,8.7714708,8.900547563,8.366463739,8.326509304,8.267254536
"SLFN14",2.962279237,3.443393501,3.424013086,3.298443515,3.159191505,3.601956291,3.144238236,3.616861363,2.97070026,3.315009785,3.545392618,3.27364615
"LRRC37A11P",2.776295112,2.969299644,3.373479635,3.282351678,3.324161161,3.299126191,3.164104281,3.30100045,3.903572017,3.046701696,3.467639662,3.259190966
"STAC2",5.52708617,5.600984251,5.669287806,5.699259805,5.740202549,5.636727743,5.838904991,5.792346002,5.68422984,5.427375715,5.661195132,5.873968738
"IFI16",10.14964137,10.11319004,10.06961135,10.12584816,10.20062756,10.22965378,9.967190839,9.934733852,10.0805296,10.17946983,10.14155282,10.10111084
"ANKRD62",2.891470195,3.035393357,2.971358968,2.65536769,3.014411677,2.785716475,2.843191595,3.305603267,2.981781927,3.293431048,2.830244417,2.814732381
"VSTM2B",5.998946145,6.261617627,6.0253266,6.06442088,5.813373591,5.971211135,6.203084399,5.987922487,6.012477471,6.197731094,6.121767236,6.203726801
"ZNF850",6.171304449,6.44659986,6.571171738,6.556348589,6.592349488,6.795043685,5.977813665,6.099481978,6.230190604,6.462509574,6.478819087,6.273924298
"NCCRP1",5.517810629,5.457838558,5.293863373,5.459573777,5.221052388,5.379484322,5.68094603,5.082091713,5.414966016,5.440836271,5.722358891,5.58814643
"SYCN",5.977300058,5.863848872,6.076708708,6.001777557,5.988983328,6.080948559,6.208900067,5.918104249,6.097880986,6.029713374,6.105930312,5.928835223
"IFI27",5.863908145,6.030838191,6.37447016,6.17511204,6.329626753,6.015639729,6.037102737,6.322372684,6.258993491,5.944363811,6.211126191,5.879135576
"LEUTX",5.064206821,5.03454039,4.635018803,4.63373452,4.670966582,4.514625415,4.44104146,4.593640477,5.021253585,4.42720201,4.68210875,4.760732639
"ZNF404",3.722247405,3.911812901,4.303881864,3.69541811,3.869053173,3.460461234,3.736133302,3.54294381,3.637648798,3.75114513,3.642322401,3.618530343
"ZNF284",6.222181099,6.244597968,5.805606475,6.311684276,6.114417337,6.134731788,6.409763674,6.119252524,6.383070223,6.052857464,6.153406813,6.213341981
"C19orf81",4.044367747,4.21642212,4.053913059,4.224982453,3.82422166,4.164157632,4.138458924,3.798285744,4.238545743,3.717316784,4.016099662,4.275845736
"ZNF677",4.416588837,4.762888418,4.421291348,4.612640356,4.567990058,4.30851227,4.294405966,4.450939948,4.363418908,4.647495436,4.327620234,4.292034756
"RFPL4A",2.213429599,2.532835363,2.430457415,2.9488917,2.414497756,2.41399414,2.506532246,2.299039219,2.463170199,2.996660039,2.591652165,2.43238575
"ZSCAN5B",3.135041849,3.517579249,2.859908142,3.222319126,3.052113805,3.193869852,3.522095914,3.488541857,3.158234134,3.577924652,3.178820122,3.017447705
"ZSCAN22",7.094487482,6.800729003,7.059577333,7.033466376,7.07072727,6.982980098,6.763074128,6.832533003,6.749252962,7.087048429,7.067554319,7.001531383
"NANOS3",5.080392257,4.77424588,4.737897417,5.156228257,5.005656028,5.058126678,4.951499309,5.082981761,5.104785303,5.077318299,5.083684039,5.005682483
"PALM3",4.614977414,4.721465442,4.448106921,4.535140551,4.194825024,4.461895569,4.514139362,4.626671519,4.439943637,4.406698734,4.279383461,4.930644148
"AQP8",4.396682229,4.684449493,4.519596025,4.338800485,4.514719692,4.424201149,4.714862287,4.405964671,4.627361497,4.594058538,4.459966559,4.459264941
"IFI35",7.352988048,7.40550859,7.288916283,7.389281851,7.292261016,7.328229554,7.547535043,7.70671148,7.557100856,7.502591776,7.223175011,7.263823581
"RD3",4.164798065,4.722061862,4.466822753,4.385718633,4.673028758,4.206293933,4.519789808,4.556973832,4.573861159,4.361698092,4.883205499,4.343847571
"LOC343052",5.377949234,5.494059598,4.969041832,5.108269762,5.038520242,5.228478603,5.192601331,5.051734019,5.304663657,4.904240617,5.307568492,4.988495274
"AADACL4",3.069122647,2.886498052,2.674783955,2.974228048,2.834732962,2.779358512,3.411619325,3.331019059,3.070880359,2.579430521,2.86941255,3.332987762
"PRAMEF9",5.63432854,5.792114233,5.466011576,5.673750136,5.737335897,5.642120703,5.586127409,5.679149147,5.802919222,5.502074294,6.142864029,5.67174221
"PRAMEF10",6.125098315,6.249254375,6.079235413,5.708371158,5.970380616,5.90624465,5.913202055,6.045470489,5.840080768,6.250220392,6.109264948,5.783738355
"CCDC18",6.909136816,6.615008623,6.648026108,6.437576144,6.799814783,7.136384208,6.357100368,6.307030891,6.491470779,6.847010003,6.949218102,6.999577007
"SP110",6.232123701,6.476996985,6.583064885,6.515268984,6.575170033,6.587656387,6.454289518,6.63766874,6.66846981,6.461990365,6.450261702,6.301202958
