"gene","X1.4hr.Con.1.y","X2.4hr.CA.1","X3.4hr.ABA.1","X4.4hr.ABTAA.1","X5.4hr.Con.2","X6.4hr.CA1.2","X7.4hr.ABA.2","X8.4hr.ABTAA.2"
"CAMK2N1",29.5587,18.9746,22.0823,25.8,29.9192,25.0845,26.9888,20.6613
"CAMK2N2",0.10742,0.288013,0.109417,0.350282,0.169504,0.105235,0.119302,0.216829
"CAMK4",2.27439,1.59239,2.35956,1.23228,1.6477,1.16048,2.25213,1.88672
"CAMKK1",0.335336,0.34079,0.401579,0.875237,0.525622,0.699496,0.661254,0.24324
"CAMKK2",15.1455,15.3486,16.6878,18.0204,16.4715,13.5443,15.4689,15.9274
"CAMKMT",4.16982,4.61052,4.55544,4.7556,3.87837,5.43886,3.87428,5.11772
"CAMKV",0,0,0,0,0,0,0,0.0218642
"CAMLG",8.16649,7.05134,8.6437,8.35429,7.56727,7.52239,6.30771,6.82672
"CAMP",0,0,0,0,0,0,0,0
"CAMSAP1",6.32201,5.69237,6.92747,6.26333,6.05389,6.45636,6.83506,6.4639
"CAMSAP2",9.75338,9.29603,10.9977,9.0828,10.0087,7.5509,12.255,10.8804
"CAMSAP3",0.584183,0.338233,0.412778,0.623588,0.72219,0.708899,0.915113,0.457841
"CAMTA1",25.0671,31.5477,30.1773,29.5817,22.6056,26.5082,27.9174,28.1245
"CAND1",12.4014,11.7671,14.2106,11.4043,11.9316,11.122,14.2936,13.0018
"CAND2",1.06689,1.07805,0.851863,0.790336,1.66121,1.10334,1.24035,1.39188
"CANT1",31.127,32.9183,28.745,30.2096,30.1377,29.875,31.16,28.3189
"CANX",188.395,187.104,187.953,180.407,195.314,184.014,212.934,195.917
"CAP1",151.413,141.353,159.192,142.564,154.249,135.135,148.314,153.647
"CAP2",1.83496,1.82515,1.65143,1.28413,1.54809,1.39384,1.62092,1.81538
"CAPG",18.8914,18.6567,16.2073,18.5361,17.6553,17.7215,17.0066,16.2956
"CAPN1",124.979,116.309,123.654,140.839,140.857,135.307,127.509,118.484
"CAPN10",3.77989,4.08436,3.45301,4.74222,4.87874,5.00785,3.83921,3.24774
"CAPN11",0.0244426,0.104754,0.0985998,0.135143,0.0254966,0.167953,0.0541599,0.0244925
"CAPN12",3.20369,2.91284,2.75999,1.84274,2.9651,4.07672,2.73139,2.72252
"CAPN13",0,0,0,0,0,0,0,0
"CAPN14",0.08512,0.0364709,0.051376,0.0782216,0.0177203,0.0334391,0.0376985,0.153251
"CAPN2",59.973,59.2503,55.2765,63.5127,57.0945,60.654,51.7065,61.8347
"CAPN3",0.581334,0.495861,0.538817,0.433455,0.421326,0.571775,0.392602,0.765514
"CAPN5",14.0767,20.8664,13.8214,23.7017,14.2982,22.2373,14.9618,17.8898
"CAPN6",0,0,0,0,0,0,0,0
"CAPN8",0,0,0,0,0,0.0319628,0,0
"CAPN9",0,0,0,0.0264091,0,0,0,0
"CAPNS1",306.304,291.414,273.011,304.719,287.038,314.404,273.973,264.276
"CAPNS2",0.0775283,0.416069,0.557338,0.145773,0.246376,0.151658,0.603937,0
"CAPRIN1",101.508,97.8257,109.369,98.1363,99.1047,92.4956,103.946,103.678
"CAPRIN2",9.21326,8.42039,9.7373,8.88366,7.71612,8.06629,8.71423,9.86366
"CAPS",0.881973,0.331025,0.716457,0.609171,1.01776,0.550726,0.929811,0.754837
"CAPS2",0.0320016,0,0,0,0,0,0.0354771,0
"CAPSL",0,0,0,0,0,0,0,0
"CAPZA1",82.7267,101.429,93.2697,82.5122,82.0467,81.9383,102.774,82.4775
"CAPZA2",50.6744,41.6334,49.1786,36.9717,45.9717,32.3546,40.3567,39.1737
"CAPZA3",0,0,0,0,0,0,0,0
"CAPZB",206.696,232.355,227.069,201.736,235.665,220.014,192.526,224.694
"CARD10",5.51708,5.14191,3.83922,4.5639,5.55133,6.31892,4.05998,4.45098
"CARD11",10.691,11.5318,12.1276,12.5788,10.6928,13.5079,12.776,13.3887
"CARD14",0.0497739,0.0355435,0.0500629,0.381106,0.15541,0.0651804,0.183698,0.0497802
"CARD16",29.7702,34.5693,26.1144,23.9184,27.3834,23.8276,30.2732,24.3253
"CARD18",0,0,0,0,0,0,0,0
"CARD6",21.1474,20.1352,19.7551,22.1614,20.1741,17.3649,20.9262,19.956
"CARD8",35.7384,38.9368,34.4179,33.7036,36.2163,36.0781,33.7846,37.8466
"CARD9",0.135131,0.434388,0.218236,0.349003,0.366764,0.87532,0.419285,0.433578
"CARHSP1",0.362006,0.25941,0.880576,0.807344,0.388359,0.353043,1.48251,0.371476
"CARM1",78.9247,79.053,87.116,99.5212,87.7027,93.0268,83.5982,84.203
"CARNS1",0.0494012,0.0176148,0.0331152,0.0453867,0.0342681,0.0808825,0,0.0329263
"CARS2",37.2986,38.6178,24.3373,38.5891,39.3065,38.8481,41.5137,32.2467
"CARTPT",0,0,0,0,0,0,0,0
"CASC3",39.0968,37.8272,42.494,39.5802,39.0072,41.8734,41.9641,39.1694
"CASD1",1.47479,1.58041,1.24363,1.58688,1.90167,1.27294,1.11333,1.42122
"CASK",4.19533,4.12633,4.00057,3.40056,4.1155,4.00195,3.83488,4.16662
"CASKIN1",6.98173,8.04002,7.70124,9.96286,9.12189,10.7532,9.39117,7.11413
"CASKIN2",7.41142,7.47154,7.38221,8.63997,10.0117,10.4421,7.92002,7.96063
"CASP10",8.99881,11.4633,8.1637,9.98184,8.98727,9.70201,8.21069,10.4769
"CASP12",0.981212,1.54524,1.48237,1.55683,1.25009,1.10428,1.12523,1.22761
"CASP14",0,0,0,0,0,0,0,0
"CASP2",78.2014,60.0506,75.9122,69.9145,61.8204,68.5494,76.3825,73.7418
"CASP3",7.41183,7.35883,7.44986,7.39445,6.61483,7.83013,9.19192,6.45451
"CASP4",43.1744,40.9292,35.717,32.5106,36.7067,34.4865,40.6563,35.5517
"CASP5",0,0,0,0,0,0.086229,0,0
"CASP6",6.41442,8.46725,7.40273,6.19193,5.79473,5.54335,6.65072,5.70435
"CASP7",23.6003,25.4223,28.2921,23.9763,24.5328,23.2429,24.112,24.6312
"CASP8",4.11345,3.8452,3.13106,3.47006,2.56236,4.2568,3.93062,4.30943
"CASP8AP2",1.60534,1.71597,1.71278,1.22226,1.72024,1.38636,1.53976,1.72942
"CASP9",2.57624,2.17199,2.43783,2.4606,2.00713,2.33326,2.57928,1.59558
"CASQ1",0,0.037788,0.0356861,0,0,0,0,0
"CASQ2",0,0,0,0,0,0,0,0
"CASR",0,0,0,0,0,0,0,0
"CASS4",0,0.0236596,0.0445298,0,0.0230144,0.0433852,0,0
"CAST",82.94,76.852,84.3003,80.678,76.4088,70.7044,92.5187,73.8484
"CASZ1",1.40989,1.0895,0.971675,1.2749,0.925187,1.19872,1.64946,1.17783
"CAT",24.249,23.3155,25.1203,24.2284,22.1398,24.604,24.4407,25.3727
"CATSPER1",0.0787441,0.19481,0.180449,0.26628,0.239961,0.277843,0.0872657,0.156768
"CATSPER2",0.488286,0.361264,0.345944,0.0789408,0.595067,0.21462,0.417993,0.395325
"CATSPER4",0,0,0,0,0,0,0,0
"CATSPERB",0,0,0,0,0,0,0,0
"CATSPERD",0,0,0,0,0.027903,0,0,0
"CATSPERG",0.279997,0.0937271,0.0704272,0.0482532,0,0.0171863,0.0387536,0.0525176
"CAV1",1609.62,1329.07,1534.29,1172.9,1487.09,1139.26,1488.67,1312.56
"CAV2",222.96,158.069,202.105,148.106,209.817,136.649,185.5,149.321
"CAV3",0,0,0,0,0,0,0,0
"CBFA2T2",4.10439,4.06339,4.14315,4.19588,4.63071,3.85498,4.55083,4.57381
"CBFA2T3",0,0,0,0,0.0167121,0.0315488,0,0.032121
"CBFB",25.5964,23.1314,27.3376,19.9177,22.7034,19.8075,23.6949,24.0013
"CBL",29.3525,22.9055,32.1654,23.468,28.5852,23.5408,31.3759,27.5534
"CBLB",32.5125,29.7862,37.5076,30.3904,31.8485,27.3905,37.4182,35.239
"CBLC",0,0,0,0,0,0,0,0.0500771
"CBLL1",22.3902,21.4042,23.4666,21.4497,24.7053,22.6017,26.6105,23.3255
"CBLN1",0,0,0,0,0,0,0,0
"CBLN2",0.599328,0.467052,0.384991,0.577989,0.938516,0.588716,0.422641,0.464381
"CBLN3",2.03478,1.33016,1.15425,1.66558,2.16572,2.27074,2.22813,2.20838
"CBLN4",0,0,0,0,0,0,0,0
"CBR1",7.88319,9.48125,6.46147,8.81126,8.8109,9.00638,7.10061,8.39057
"CBR3",9.05343,5.31682,8.48603,8.03342,8.12937,7.46724,6.75588,6.6072
"CBR4",11.3149,10.0535,9.05818,10.4731,10.3366,8.06241,12.1182,10.53
"CBS",13.3361,16.3237,15.4335,15.8691,14.6212,14.5914,11.5744,13.002
"CBX1",27.402,25.9857,29.8016,26.5603,22.9107,21.6643,23.8543,25.6439
"CBX2",4.28496,5.08596,5.2655,5.34946,5.41377,5.42465,4.63622,4.95048
"CBX3",14.7544,12.6485,14.6721,13.6208,12.5075,9.65552,12.0892,10.7572
"CBX4",3.10412,2.78513,2.67306,3.11719,3.50202,3.2203,2.93597,2.42815
"CBX6",8.10359,11.0001,8.49525,9.53522,10.2594,12.5656,7.8903,8.84107
"CBX7",9.00652,0.711749,0.737051,2.18944,1.07582,3.15971,0.851928,0.735528
"CBX8",0.508089,0.148576,0.797775,0.17165,0.29091,0.407465,0.256336,0.418785
"CBY1",9.49187,10.5014,9.8094,10.4422,7.09317,9.49527,8.50882,10.7827
"CBY3",0.103568,0,0.214654,0,0,0.202239,0,0.317479
"CC2D1A",8.31974,7.19556,8.84159,9.872,9.37135,9.89611,9.50066,8.50952
"CC2D1B",4.1012,4.15235,4.75533,4.36469,5.23362,4.68984,3.94592,4.01032
"CC2D2A",6.30791,6.46236,5.172,6.74734,6.52252,8.03214,6.03511,7.29181
"CC2D2B",0,0.0404401,0,0,0,0,0,0.113782
"CCAR1",80.4256,82.8137,88.2477,80.5942,88.3927,75.7787,95.7923,88.3176
"CCBE1",0.0101552,0.0435016,0.020384,0.0186168,0.0105498,0.0199566,0.0224751,0.0202811
"CCDC102A",1.19313,1.45689,1.4007,1.43364,1.53548,1.69171,1.56824,1.30784
"CCDC102B",0.0236057,0,0,0.0453577,0.0513374,0.0241508,0,0.0739754
"CCDC106",15.6907,13.8971,10.4194,15.6646,16.9462,17.904,12.6173,13.2986
"CCDC107",5.99542,6.10707,5.4439,8.334,6.61525,7.13752,4.84561,4.4005
"CCDC110",0.0238999,0,0.0240926,0,0,0.0224908,0.0529495,0.0239395
"CCDC112",1.16698,0.663723,1.06323,0.919096,0.386307,0.61433,0.819928,0.399571
"CCDC115",9.06223,8.51544,8.12668,9.87265,9.08256,7.6706,8.30659,8.66975
"CCDC116",0.124311,0.233135,0.157061,0.0861281,0.12992,0.4269,0.310053,0.0935758
"CCDC117",13.6395,13.7128,14.173,12.9668,13.4416,12.9279,13.0953,14.0123
"CCDC12",14.7573,15.3711,12.3858,11.7193,11.7151,14.4582,14.2901,14.2466
"CCDC120",3.01695,2.27007,3.23977,2.64259,3.10949,2.65849,3.42939,3.12979
"CCDC121",0.97389,1.26114,1.2552,1.28877,1.40601,0.763698,1.42842,1.2354
"CCDC122",1.2129,0.684137,0.742232,0.501418,0.834163,0.538701,0.389234,0.320425
"CCDC124",56.4594,53.6707,50.6506,62.053,52.492,60.412,54.7648,49.7358
"CCDC125",0.340192,0.515468,0.607458,0.713745,0.538237,0.579156,0.549486,0.529786
"CCDC126",9.25367,11.018,2.16444,13.7083,3.82369,4.59685,7.05896,5.17304
"CCDC127",7.92378,9.23736,8.97913,10.9665,10.3905,9.06384,9.46754,9.72489
"CCDC13",0.0704648,0.100661,0,0.0649103,0.0489888,0,0.0520412,0.0470616
"CCDC134",3.86948,2.41741,2.75464,4.37313,1.97389,3.51173,1.84353,2.30697
"CCDC136",0.514571,0.289072,0.515642,0.519706,0.335421,0.254719,1.01287,0.472848
"CCDC137",6.06978,5.6702,4.98915,4.89008,5.80316,6.49633,5.50573,5.63788
"CCDC138",0.713345,0.926679,1.06583,0.856049,1.64551,0.882508,0.721989,0.959282
"CCDC14",10.772,12.2036,13.5263,12.0916,10.5973,12.1448,13.2699,12.0348
"CCDC141",0.0137747,0.0221249,0,0.0126108,0.0357413,0,0.0304773,0
"CCDC144A",0,0.0117131,0,0.0100281,0,0,0,0.0764642
"CCDC146",0.0590881,0.189896,0.118987,0.235532,0.0410347,0,0,0.236561
"CCDC148",0.0466906,0,0.0507712,0,0.0524455,0,0,0.102565
"CCDC149",2.24606,1.72368,1.68791,1.02648,2.37974,1.85841,2.22038,1.89731
"CCDC15",1.78396,1.58108,2.65675,1.41742,1.07969,1.93474,2.29935,1.57374
"CCDC150",0.667256,0.513628,0.445577,0.617322,0.177731,0.440289,0.45083,0.500916
"CCDC152",0.0562361,0.160644,0.150944,0.0172376,0.175696,0,0.0415163,0.112546
"CCDC154",0,0,0,0,0.0649931,0,0,0
"CCDC157",0.528721,0.306814,0.310798,0.304229,0.321489,0.605607,0.219631,0.308873
"CCDC158",0,0,0,0,0,0,0,0
"CCDC159",8.03442,9.65443,7.01443,11.1197,11.0315,11.7751,7.47514,9.19095
"CCDC160",0,0,0,0,0,0,0,0
"CCDC166",0,0,0,0,0,0,0,0
"CCDC167",30.314,33.4389,31.4692,25.4928,24.9051,31.7261,31.3881,27.8827
"CCDC168",0.0144366,0.0154567,0.0115627,0.0105578,0.0149664,0.00283842,0.0191587,0.00863418
"CCDC17",0.941021,0.734871,0.638911,0.871907,0.433782,0.932768,0.461156,0.635108
"CCDC18",0.481836,0.54018,0.347338,0.257341,0.368423,0.426094,0.401639,0.466948
"CCDC22",4.819,6.76848,3.77602,10.2137,6.71041,10.1563,8.2238,5.48572
"CCDC24",0.890996,0.634994,0.401519,0.734405,1.14063,0.870449,0.494553,0.598963
"CCDC25",10.7985,10.9897,12.478,9.58104,11.4998,8.79937,11.2789,10.57
"CCDC27",0,0,0,0,0,0,0,0
"CCDC28A",1.94038,1.8206,1.50795,2.60178,1.06487,1.92569,2.94683,1.55449
"CCDC28B",16.439,18.9226,15.8397,20.3116,16.0434,17.9196,16.7962,14.2321
"CCDC3",1.83895,2.22824,1.96963,2.61216,2.00624,2.20579,1.85271,2.2257
"CCDC30",0.0852116,0,0,0.0588231,0.0666045,0.0209158,0,0.0426602
"CCDC33",0,0,0,0,0,0,0,0
"CCDC34",1.21493,2.76732,2.32673,1.51104,0.88695,2.37406,2.71067,1.53939
"CCDC38",0,0,0,0,0,0,0,0
"CCDC39",1.97786,1.8018,2.30049,1.0361,1.55117,1.35827,2.37558,1.78744
"CCDC40",2.17696,2.33563,2.46481,2.61718,2.49384,2.6028,2.98312,3.34033
"CCDC42",0,0,0.0667201,0,0,0,0,0
"CCDC43",6.77455,5.20502,5.25113,6.17099,5.81994,4.54553,5.46588,4.89153
"CCDC47",14.4428,14.3711,14.0314,12.1984,12.5411,12.8958,15.1997,13.0158
"CCDC50",23.7343,21.1185,24.282,20.129,24.5603,18.1536,24.7796,19.3199
"CCDC51",2.43944,2.71552,2.11651,2.70033,2.40053,2.79647,2.94669,2.39981
"CCDC54",0,0,0,0,0,0,0,0
"CCDC57",4.14443,3.33422,4.3854,4.19681,5.15407,4.51456,3.29412,3.17627
"CCDC59",3.91797,3.5005,2.98873,2.71317,2.95069,2.91644,2.96805,2.74906
"CCDC6",35.8599,27.4211,35.2712,32.8063,32.0986,28.3236,32.9468,34.0375
"CCDC60",0,0,0.0277481,0,0,0,0,0
"CCDC61",0.933894,1.21799,1.19267,2.0735,1.82828,1.85202,1.47321,1.1382
"CCDC62",0.0539094,0.0577648,0.108827,0.149174,0.0562749,0.0264544,0,0.135133
"CCDC63",0,0,0,0,0,0,0,0
"CCDC65",0.268884,0.535275,0.155689,0.177911,0.442531,0.188351,0.340852,0.463469
"CCDC66",0.359779,0.159743,0.386279,0.352924,0.244206,0.477841,0.445353,0.405298
"CCDC68",0.141083,0.103353,0.141858,0.0431946,0.114175,0.189545,0.329737,0.0965466
"CCDC69",6.94348,7.9547,6.29115,8.69225,5.72547,9.43192,5.91655,6.25169
"CCDC70",0,0,0,0,0,0,0,0
"CCDC71",16.0513,17.4887,15.7519,18.9391,18.1478,16.1258,13.8185,13.0149
"CCDC71L",12.6964,11.1869,12.9971,12.9121,12.9918,10.7021,11.121,11.2133
"CCDC73",0.0161588,0.0519246,0.0487507,0.0296889,0,0.0158707,0.0357799,0.113114
"CCDC74A",2.52324,1.59367,1.87925,2.61439,3.18396,2.97867,2.80027,1.55221
"CCDC74B",0.988323,0.581115,0.592718,0.807853,1.19371,0.509132,0.193767,0.382846
"CCDC77",3.14707,2.76355,2.80314,3.04392,2.51976,2.21634,2.68102,3.08665
"CCDC78",0,0,0.134118,0,0.138584,0.129505,0.097734,0.0443377
"CCDC8",0.196897,0.168742,0.0792993,0.326016,0.082043,0.0773364,0.0872225,0.13795
"CCDC80",23.1961,28.4639,25.311,30.3515,27.5808,29.3217,26.1922,25.9105
"CCDC81",0.119707,0.114672,0.189025,0.184425,0.142867,0.164488,0.106076,0.119916
"CCDC82",2.92055,3.89883,4.81326,5.4414,3.76783,3.48608,4.56439,4.51409
"CCDC83",0,0,0,0,0,0,0,0
"CCDC85A",1.18962,0.907722,1.04891,0.727751,1.15319,1.15072,1.43691,0.928931
"CCDC85B",21.1098,23.2289,22.6022,24.3508,24.0996,30.4439,17.6105,17.6109
"CCDC85C",5.0184,5.04913,4.8012,5.04548,5.20333,6.61105,4.45798,6.27125
"CCDC86",16.2497,16.0623,15.7163,17.3649,16.2122,20.8968,14.9895,15.1558
"CCDC87",0.318474,0.633662,0.458559,0.52373,0.450633,0.379654,0.27719,0.159496
"CCDC88A",4.75221,4.69922,5.16992,4.4347,4.12692,4.03773,5.53667,4.54703
"CCDC88B",0.026098,0.111806,0.0786543,0.107764,0.0814035,0.0769147,0.0433298,0.0521575
"CCDC88C",5.73968,7.19755,5.90719,6.41528,8.10037,8.44989,5.59187,8.50379
"CCDC89",0,0,0,0,0,0,0,0
"CCDC9",3.33182,3.26456,2.80102,3.09897,3.5515,4.13691,4.57894,2.38247
"CCDC90B",11.8135,11.3876,11.8974,10.5777,9.29476,9.93861,10.2183,10.4366
"CCDC91",0.114617,0.185287,0.0585117,0.053468,0.391063,0.113725,0.0642091,0
"CCDC92",150.391,131.424,150.441,148.366,156.723,149.277,149.895,138.644
"CCDC93",11.3731,10.0355,11.7206,9.49816,10.9824,10.079,13.7924,9.64969
"CCDC97",18.9327,18.2306,19.6592,21.6014,22.2514,22.4992,21.9395,19.1811
"CCHCR1",0.0254858,0.109237,0.179993,0.0939842,0.0797835,0.10007,0.169443,0.0510911
"CCIN",0.177813,0.114351,0.0360001,0.0658151,0.111645,0.27906,0.197182,0.0357324
"CCK",0,0,0,0,0,0,0,0
"CCKAR",0,0,0,0,0,0,0,0
"CCKBR",0,0,0,0,0,0,0,0
"CCL1",0,0,0,0,0,0,0,0
"CCL11",0,0,0,0,0,0,0,0
"CCL13",0,0,0,0,0,0,0,0
"CCL16",0.348315,0.25712,0.341278,0.267508,0.352568,0.213402,0.266186,0.290003
"CCL17",0,0,0,0,0,0,0,0
"CCL18",0,0,0,0,0,0,0,0
"CCL19",0,0,0,0,0,0,0,0
"CCL2",322.051,226.3,507.893,319.083,258.479,194.905,448.305,294.689
"CCL20",0,0,0,0,0,0,0,0
"CCL21",0,0.0997696,0.191842,0.263572,0,0.544646,0,0.189359
"CCL22",0,0,0,0,0,0,0.0251711,0
"CCL23",2.94572,0.971439,0.316994,0.581832,1.62835,0.805507,1.9222,1.55543
"CCL24",0,0,0,0,0.471583,0,0,0
"CCL25",0,0,0,0,0,0,0,0
"CCL26",0.533213,0,0,0,0,0,0,0
"CCL27",0,0,0,0,0,0,0,0
"CCL28",0.307589,0.110141,0,0,0.109408,0.300338,0.114339,0.314215
"CCL3",0,0,0,0,0,0,0,0
"CCL3L1",0,0,0,0,0,0,0,0
"CCL4",0,0,0,0,0,0,0,0
"CCL4L1",0,0,0,0,0,0,0,0
"CCL4L2",0,0,0,0,0,0,0,0
"CCL5",1.33465,1.04125,1.30077,1.19007,1.8545,1.30689,0.808991,1.71732
"CCL7",0.522247,3.25409,1.94893,2.2819,1.00368,1.42763,1.28149,1.60126
"CCL8",0,0,0,0,0,0,0,0
"CCM2",31.6112,27.3788,27.3648,33.85,31.5916,34.4269,30.527,32.1195
"CCNA1",0.844202,1.33676,0.536074,0.909659,0.699044,0.552054,0.701844,0.635839
"CCNA2",57.8582,53.9956,71.3763,64.4357,50.4749,50.5994,61.7367,60.4956
"CCNB1",82.6027,80.5276,95.4827,85.46,71.0607,74.0108,91.6938,85.8778
"CCNB1IP1",8.71975,13.3833,12.4111,11.3203,9.2667,9.06883,10.3949,10.6451
"CCNB2",79.9234,82.5965,81.1931,70.215,78.1533,68.1374,87.1212,78.6861
"CCNB3",0.371579,0.200625,0.244171,0.078708,0.148635,0.236355,0.221476,0.0999862
"CCNC",14.8742,12.8031,15.3472,12.6613,12.998,11.2918,12.8334,13.6833
"CCND1",53.2668,60.2653,50.6118,50.3496,63.2138,61.9323,53.512,53.0947
"CCND2",2.90049,2.65794,2.59803,2.84554,2.98249,3.03175,2.89718,2.61418
"CCND3",42.323,40.28,40.8525,48.6635,45.1187,44.0707,35.5725,40.7333
"CCNDBP1",10.3495,9.67469,10.2909,10.3283,11.6677,11.1209,10.0059,9.25481
"CCNE1",3.54943,2.35821,2.733,3.73099,3.13315,3.1465,2.10326,2.99453
"CCNE2",4.2564,3.5383,3.6018,2.36692,3.59793,3.00155,3.60454,3.55427
"CCNF",10.8085,12.0498,12.6277,12.9928,10.7429,14.5312,12.5611,13.4
"CCNG1",33.1405,38.8423,35.688,35.0305,33.9621,29.7515,30.9428,28.8098
"CCNG2",4.67251,5.06904,5.71149,5.55851,4.25146,4.52011,4.6606,6.12535
"CCNH",20.5494,28.1354,26.8104,21.9738,18.4246,19.5497,26.6562,24.0872
"CCNI",268.546,256.067,290.529,275.243,279.135,235.08,244.104,288.144
"CCNI2",0.344495,0.0615257,0.144967,0.291462,0.149913,0.225377,0.222745,0.288001
"CCNJ",27.8342,30.9073,27.8921,31.4256,26.4908,28.2897,28.2191,34.5387
"CCNJL",10.1581,10.0614,11.3471,11.5265,10.9917,10.1496,10.9656,9.54084
"CCNK",86.446,84.3486,91.7136,94.2404,101.892,106.993,104.015,82.7056
"CCNL1",35.4669,33.1482,35.2155,28.719,37.2635,30.9112,35.2556,25.3056
"CCNL2",45.4666,43.6729,45.1659,44.8122,44.4965,45.5388,42.2821,50.1823
"CCNO",0.495887,0.445043,0.411485,0.41711,0.815369,0.698221,0.714015,0.67094
"CCNT1",4.27669,4.07642,4.74978,4.53481,3.54862,3.45032,4.70972,3.9632
"CCNT2",5.73176,6.44482,6.71229,5.92685,6.27171,5.23477,7.12114,6.82422
"CCNY",137.831,127.522,167.333,136.786,158.358,115.316,133.068,151.256
"CCP110",2.84032,2.97898,3.47179,2.61386,3.23512,2.74248,3.16779,3.49988
"CCR1",0,0,0,0,0,0,0,0
"CCR10",0.358661,0.641233,0.36609,1.39556,0.56696,0.234143,0.53139,0.580152
"CCR2",0,0,0,0,0,0,0,0
"CCR3",0,0,0,0,0,0,0,0
"CCR4",0,0,0,0.0791008,0.0894004,0,0.0472998,0
"CCR5",0,0,0,0,0,0,0,0
"CCR6",0.020462,0,0,0,0.0213202,0,0,0
"CCR7",0.0624085,0.100322,0,0.0576551,0,0.0306166,0.0345908,0.0313198
"CCR8",0,0,0,0,0,0,0,0
"CCR9",0,0,0,0,0,0,0,0
"CCRL2",2.86486,3.27029,2.38813,4.1778,3.36114,2.76555,3.24282,3.14483
"CCS",4.95697,3.79292,4.41918,3.17957,5.40152,4.88279,3.06704,4.98746
"CCT2",30.1842,26.0722,28.9693,21.5536,26.4639,23.4095,25.1912,27.5611
"CCT3",124.242,138.581,126.88,127.547,116.089,130.609,123.886,124.751
"CCT4",186.934,121.635,144.986,157.752,110.329,190.707,107.87,132.935
"CCT5",33.6571,34.5652,34.5002,35.1195,31.7828,30.8284,33.7533,33.9477
"CCT6A",53.7215,57.0978,51.9299,51.8036,42.5655,47.1019,48.0661,48.9911
"CCT6B",0,0.0838162,0,0.110361,0.0819064,0.0778399,0.0880598,0.0393118
"CCT7",107.641,107.767,109.778,116.712,105.917,101.582,103.838,105.947
"CCT8",73.4648,81.0374,68.6564,69.1206,56.7935,58.7416,63.9455,61.9404
"CCT8L2",0,0,0,0,0,0,0,0
"CCZ1",9.7402,8.9258,9.09484,6.86374,8.80049,7.49194,11.1425,8.90974
"CCZ1B",3.63971,3.21057,4.41724,2.66867,2.89827,3.12335,2.52312,2.9731
"CD101",0.019703,0.0422452,0.0198406,0.136911,0,0.0968365,0.131065,0.0372325
"CD109",33.2895,34.1008,34.2426,30.7176,35.3289,29.7123,33.5296,36.5663
"CD14",0.0936911,0.371299,0.142828,0.174151,0.245968,0.137758,0.312052,0.217897
"CD160",0.416535,0.446488,0.498716,0.315631,0.674098,0.297095,0.629998,0.571038
"CD163",0,0,0,0,0,0,0,0
"CD163L1",1.34811,1.12856,1.00499,1.16099,1.30137,0.869018,0.91472,1.14799
"CD164",49.5413,52.6058,51.6852,46.9272,50.4352,42.6628,45.8654,49.6395
"CD164L2",0,0,0,0,0,0,0,0
"CD177",0,0,0,0,0,0,0,0
"CD180",0,0,0,0,0,0,0,0
"CD19",0,0,0,0,0,0,0,0
"CD1A",0,0,0,0,0,0,0,0
"CD1B",0,0,0,0,0,0,0,0
"CD1C",0,0,0,0,0,0,0,0
"CD1D",0,0,0,0,0,0,0,0
"CD1E",0,0,0,0,0,0.0531066,0,0
"CD2",0,0,0,0.130233,0,0,0,0
"CD200",6.12945,9.84073,7.82921,8.35953,6.74674,9.62838,8.36014,11.0294
"CD200R1",0,0,0,0,0,0,0,0
"CD200R1L",0,0,0,0,0,0,0,0
"CD207",0,0,0,0,0,0,0,0
"CD209",0,0,0,0,0,0,0,0.0169218
"CD22",0.024121,0.111208,0.0209075,0,0.0503249,0.0236782,0.0801814,0.0623531
"CD226",0,0,0.025585,0,0,0,0.112403,0
"CD24",2.12621,2.71422,1.9912,2.42651,2.18958,1.96345,2.84224,2.38519
"CD244",0,0,0,0,0,0,0,0
"CD247",0.125917,0,0,0.0389323,0,0,0,0.0422391
"CD248",0,0.084277,0,0,0.054725,0,0.0290512,0.0262829
"CD27",0.111318,0.119394,0.226928,0.207579,0.468681,0.436163,0,0
"CD274",5.80203,3.68808,6.29042,3.49849,5.38467,3.27674,5.8595,3.76859
"CD276",26.5826,31.079,24.225,35.6228,28.4241,39.354,27.1962,30.5775
"CD28",0,0,0,0,0,0.0139701,0,0
"CD2AP",7.32113,5.46064,8.63049,6.01979,6.24891,4.66919,7.49421,6.54136
"CD2BP2",5.75391,5.44308,6.01627,5.88394,6.54381,5.71815,4.49704,5.84609
"CD300A",0,0,0,0,0,0,0,0
"CD300C",0,0,0,0,0,0,0,0
"CD300E",0,0,0,0,0.01932,0,0,0
"CD300LB",0,0,0,0,0,0,0,0
"CD300LD",0,0,0,0,0,0,0,0
"CD300LF",0,0,0,0,0,0,0,0
"CD300LG",0.0497514,0,0.0501807,0,0,0,0,0
"CD320",81.5936,80.7644,80.8334,97.8189,85.3371,93.3065,72.1092,78.4603
"CD33",0,0,0.125539,0,0,0,0,0
"CD34",4.46735,3.71414,5.51524,3.22255,4.90592,3.3943,4.06847,3.74569
"CD36",0.265538,0.318847,0.386175,0.192959,0.3057,0.0950683,0.256677,0.19496
"CD37",0.0618896,0,0,0.0578592,0,0.121212,0.0688259,0.187778
"CD38",0.240924,0.620011,0.440893,0.447994,0.202433,0.519451,0.320941,0.485652
"CD3D",0,0,0,0,0,0,0,0
